onset	duration	Experiment - R3BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,632	2	22MN_415012	1	Sie ist sehr konzentriert	99	1632	keine	0	276	25	4	9	9	9	9	9	9	9	9	miss
4,666	2	22MN_415012	2	Es hat viel damit zu tun	99	4666	keine	0	273	24	6	9	9	9	9	9	9	9	9	miss
7,701	2	22MN_415012	3	Sie macht sich Sorgen um ihre Zukunft	44	7701	keine	0	101	37	7	-2,083333333	2,083333333	5,454545455	5,363636364	2,75	999	999	999	miss
12,734	2	22MN_415012	4	## ##### ## #### ### #####	77	12734	keine	0	228	26	6	9	9	9	9	9	9	9	9	miss
18,774	2	22MN_415012	5	Das ist eine traurige Geschichte	44	18774	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
24,809	2	22MN_415012	6	Er folgt der Stimme seines Herzens	33	24809	keine	0	81	34	6	2	2	4,142857143	5,2	2,818181818	3,821729672	5,111111111	7	miss
29,843	2	22MN_415012	7	Er genie§t die Gesellschaft	66	29843	keine	0	176	27	4	2	2	5	5,181818182	3,333333333	999	999	999	miss
32,883	2	22MN_415012	8	Er benimmt sich wie ein Elefant im Porzellanladen	11	32883	keine	0	28	49	8	-1,666666667	1,666666667	4,125	5,4	3,363636364	4,014075192	5,714285714	7	miss
35,916	2	22MN_415012	9	Er kann das nicht mehr leiden	44	35916	keine	0	115	29	6	-1,25	1,25	4,6	4,454545455	2,416666667	999	999	999	miss
38,95	2	22MN_415012	10	Er feuerte ihn	11	38950	keine	0	10	14	3	-2,111111111	2,111111111	4,875	6,636363636	3,555555556	4,003443973	2,75	5,8	miss
41,984	2	22MN_415012	11	Wurde ihm gekŸndigt?	88	41984	Ja	1469	909	20	3	9	9	9	9	9	9	9	9	correct
48,024	2	22MN_415012	12	Sie lag erschšpft im Bett	44	48024	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
51,053	2	22MN_415012	13	### ######### #### ########### ### ### ######	77	51053	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
58,086	2	22MN_415012	14	Sie genie§t ihre Freizeit	66	58086	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
63,115	2	22MN_415012	15	Er ist total zufrieden mit sich	66	63115	keine	0	179	31	6	2,583333333	2,583333333	5,545454546	4,818181818	2,833333333	999	999	999	miss
67,155	2	22MN_415012	16	Er denkt jetzt daran	55	67155	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
73,184	2	22MN_415012	17	Sie wird dafŸr hart bestraft	44	73184	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
76,217	2	22MN_415012	18	Sie machte ihn zur Sau	11	76217	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
79,252	2	22MN_415012	19	Er plaudert aus dem NŠhkŠstchen	22	79252	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
84,286	2	22MN_415012	20	### #### #### #### ###### ######	77	84286	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
91,326	2	22MN_415012	21	## ### ### ### ### ### ####### ##	77	91326	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
94,355	2	22MN_415012	22	Sie fŸhlt sich gesund und aktiv	66	94355	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
98,389	2	22MN_415012	23	Er lŠsst sich deswegen keine grauen Haare wachsen	22	98389	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
