onset	duration	Experiment - R6DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,632	2	24kk_41521	1	Er mag keine Suppe	99	1632	keine	0	272	18	4	9	9	9	9	9	9	9	9	miss
4,666	2	24kk_41521	2	Er bekam sein Fett weg	99	4666	keine	0	275	22	5	9	9	9	9	9	9	9	9	miss
7,7	2	24kk_41521	3	Er schweigt wie ein Grab	22	7700	keine	0	47	24	5	0,111111111	0,111111111	3,75	5,454545455	4	4,004517337	5,888888889	6,5	miss
10,733	2	24kk_41521	4	Er ist Ÿber alle Berge	22	10733	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
17,768	2	24kk_41521	5	##### ##### #### ###### ##### ######## ###### ####	77	17768	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
20,797	2	24kk_41521	6	## ##### ##### ##### ######	77	20797	keine	0	188	27	5	9	9	9	9	9	9	9	9	miss
24,831	2	24kk_41521	7	Wurden dir soeben kleine Kreise gezeigt?	88	24831	keine	0	917	40	6	9	9	9	9	9	9	9	9	miss
30,865	2	24kk_41521	8	Er dreht das Rad der Zeit zurŸck	22	30865	keine	0	44	32	7	0	0	3,625	4	1,909090909	3,570017449	5,111111111	7	miss
33,893	2	24kk_41521	9	Er leidet sehr unter die Kritik seines Chefs	44	33893	keine	0	100	44	8	-2,083333333	2,083333333	5,727272727	3,636363636	3,833333333	999	999	999	miss
38,927	2	24kk_41521	10	Es geht um tŠgliche Aufgaben	55	38927	keine	0	129	28	5	0	0	2,818181818	4,545454546	2,333333333	999	999	999	miss
41,967	2	24kk_41521	11	## ##### ###### ##### #####	77	41967	keine	0	270	28	5	9	9	9	9	9	9	9	9	miss
45	2	24kk_41521	12	Er ist dumm wie Brot	11	45000	keine	0	3	20	5	-2,222222222	2,222222222	4,25	6,1	1,818181818	3,81565291	4,222222222	7	miss
48,034	2	24kk_41521	13	#### #### ###### ##### ####	77	48034	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
54,068	2	24kk_41521	14	Es ist Jacke wie Hose	22	54068	keine	0	46	21	5	0,111111111	0,111111111	5,125	5,4	1,818181818	3,840995304	2,375	6,4	miss
57,103	2	24kk_41521	15	Sie macht einen Vorschlag	55	57103	keine	0	122	25	4	-0,25	0,25	3,090909091	5,181818182	3,909090909	999	999	999	miss
61,137	2	24kk_41521	16	Es hat sich nichts bei ihr verŠndert	55	61137	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
64,165	2	24kk_41521	17	Er ist krank geworden	44	64165	keine	0	93	21	4	-2,583333333	2,583333333	4,272727273	4,909090909	4,166666667	999	999	999	miss
67,199	2	24kk_41521	18	Er hatte Schwierigkeiten damit	44	67199	keine	0	117	30	4	-1,166666667	1,166666667	4,727272727	5	1,916666667	999	999	999	miss
70,233	2	24kk_41521	19	Er schwebt auf Wolke sieben	33	70233	keine	0	90	27	5	2,777777778	2,777777778	5	5,2	2,636363636	3,963158968	4,25	7	miss
76,266	2	24kk_41521	20	Er ist daran verzweifelt	44	76266	keine	0	91	24	4	-2,666666667	2,666666667	5,545454546	5,636363636	1,916666667	999	999	999	miss
83,3	2	24kk_41521	21	Er spaziert durch die Sonne	66	83300	keine	0	153	27	5	1,166666667	1,166666667	3,909090909	4,727272727	5,333333333	999	999	999	miss
90,33	2	24kk_41521	22	Er wird den ganzen Tag in der Schule geŠrgert	44	90330	keine	0	92	45	9	-2,583333333	2,583333333	4,818181818	3,727272727	3,916666667	999	999	999	miss
94,359	2	24kk_41521	23	Sie steckt bis Ÿber die Ohren in Schulden	11	94359	keine	0	14	41	8	-2	2	4	4,6	2,454545455	3,812915363	6,125	7	miss
97,388	2	24kk_41521	24	### ### #### ### #####	77	97388	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
100,422	2	24kk_41521	25	Hast du soeben viele Rautezeichen gesehen?	88	100422	keine	0	918	42	6	9	9	9	9	9	9	9	9	miss
107,462	2	24kk_41521	26	Er leidet unter der Trennung seiner Eltern	44	107462	keine	0	99	42	7	-2,166666667	2,166666667	5,636363636	4,727272727	3,083333333	999	999	999	miss
110,501	2	24kk_41521	27	## ##### ## #### ### #####	77	110501	keine	0	228	26	6	9	9	9	9	9	9	9	9	miss
116,535	2	24kk_41521	28	Er lebt wie Gott in Frankreich	33	116535	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
123,57	2	24kk_41521	29	Er ist auf seinen Sohn sehr stolz	66	123570	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
128,599	2	24kk_41521	30	Er hat es faustdick hinter den Ohren	22	128599	keine	0	40	36	7	-0,111111111	0,111111111	3,428571429	5,454545455	2	3,673057713	2,777777778	7	miss
132,638	2	24kk_41521	31	Sie schaut ihn liebevoll an	66	132638	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
135,667	2	24kk_41521	32	## ##### ### ### #####	77	135667	keine	0	222	22	5	9	9	9	9	9	9	9	9	miss
138,7	2	24kk_41521	33	## #### #### #######	77	138700	keine	0	220	20	4	9	9	9	9	9	9	9	9	miss
141,734	2	24kk_41521	34	Sie schlŠft gut	66	141734	keine	0	168	15	3	1,833333333	1,833333333	4,454545455	5,272727273	4,916666667	999	999	999	miss
144,768	2	24kk_41521	35	## ##### ### ##### ### #######	77	144768	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
147,802	2	24kk_41521	36	Sie lacht Ÿber den Scherz	66	147802	keine	0	161	25	5	1,583333333	1,583333333	4,454545455	4,454545455	5	999	999	999	miss
150,836	2	24kk_41521	37	Sie ist nur noch Haut und Knochen	11	150836	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
153,87	2	24kk_41521	38	#### ### ##### #### ####	77	153870	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
156,904	2	24kk_41521	39	### ######### #### ########### ### ### ######	77	156904	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
161,937	2	24kk_41521	40	Sie schert sich zum Teufel	11	161937	keine	0	5	26	5	-2,222222222	2,222222222	4,625	4,818181818	2,3	3,823033539	3,888888889	7	miss
169,977	2	24kk_41521	41	Verschwindet sie fŸr eine lange Zeit? 	88	169977	keine	0	919	37	6	9	9	9	9	9	9	9	9	miss
176,023	2	24kk_41521	42	Alles ist in Ordnung	66	176023	keine	0	155	20	4	1,25	1,25	3,727272727	5,454545455	1,916666667	999	999	999	miss
183,051	2	24kk_41521	43	### ####### #### ######## ## ###	77	183051	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
186,081	2	24kk_41521	44	Sie lŠsst die Seele baumeln	33	186081	keine	0	70	27	5	1,666666667	1,666666667	3,625	5,727272727	3,181818182	4,0092095	3,625	7	miss
190,115	2	24kk_41521	45	## ####### ## #########	77	190115	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
198,144	2	24kk_41521	46	Wurde dir soeben ein Satz prŠsentiert?	88	198144	keine	0	920	38	6	9	9	9	9	9	9	9	9	miss
203,189	2	24kk_41521	47	Sie holt fŸr ihn die Sterne vom Himmel	33	203189	keine	0	84	38	8	2,125	2,125	4,375	5,7	2,454545455	3,838892776	5,25	7	miss
208,224	2	24kk_41521	48	Er erinnert sich an die letzte Woche	55	208224	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
211,263	2	24kk_41521	49	Sie hat die Weisheit mit Lšffeln gefressen	22	211263	keine	0	36	42	7	-0,222222222	0,222222222	3,5	5,2	3,090909091	3,947541587	4,625	7	miss
216,295	2	24kk_41521	50	Ist sie sehr dumm?	88	216295	keine	0	921	18	4	9	9	9	9	9	9	9	9	miss
225,343	2	24kk_41521	51	## ### ##### ######	77	225343	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
228,372	2	24kk_41521	52	#### ###### ####### #########	77	228372	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
231,406	2	24kk_41521	53	Sie redet Klartext	22	231406	keine	0	58	18	3	0,444444444	0,444444444	4,25	6,1	4,818181818	4,1943856	5,666666667	7	miss
237,44	2	24kk_41521	54	#### ## ### ##### ######	77	237440	keine	0	232	24	5	9	9	9	9	9	9	9	9	miss
240,474	2	24kk_41521	55	## ##### ###### ###########	77	240474	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
245,507	2	24kk_41521	56	Sie machen heute ein Picknick am Strand	66	245507	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
250,548	2	24kk_41521	57	Sie bespricht die Angelegenheit mit ihren Kollegen	55	250548	keine	0	126	50	7	0	0	3,181818182	5,181818182	5,363636364	999	999	999	miss
255,587	2	24kk_41521	58	Das ist beruhigend	66	255587	keine	0	157	18	3	1,333333333	1,333333333	4,363636364	5,636363636	3,083333333	999	999	999	miss
259,627	2	24kk_41521	59	Sie ist ihr ein Dorn im Auge	11	259627	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
