onset	duration	Experiment - R5CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,62	2	27TZ_loe4196	1	Es stšrt keinen gro§en Geist	99	1620	keine	0	274	28	5	9	9	9	9	9	9	9	9	miss
4,654	2	27TZ_loe4196	2	Er bekam sein Fett weg	99	4654	keine	0	275	22	5	9	9	9	9	9	9	9	9	miss
7,688	2	27TZ_loe4196	3	Wurde er kritisiert?	88	7688	Ja	1476	909	20	3	9	9	9	9	9	9	9	9	correct
13,728	2	27TZ_loe4196	4	Er hat Schmetterlinge im Bauch	33	13728	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
16,756	2	27TZ_loe4196	5	### ### ########## ##########	77	16756	keine	0	257	29	4	9	9	9	9	9	9	9	9	miss
22,79	2	27TZ_loe4196	6	Er grinst Ÿber beide Ohren	33	22790	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
26,824	2	27TZ_loe4196	7	Ist er sehr froh?	88	26824	Ja	1314	910	17	4	9	9	9	9	9	9	9	9	correct
33,859	2	27TZ_loe4196	8	Es geht um tŠgliche Aufgaben	55	33859	keine	0	129	28	5	0	0	2,818181818	4,545454546	2,333333333	999	999	999	miss
36,899	2	27TZ_loe4196	9	Er geht kaum noch aus dem Haus	44	36899	keine	0	118	30	7	-1	1	4,090909091	5,181818182	4,583333333	999	999	999	miss
39,932	2	27TZ_loe4196	10	Verbringt er viel Zeit in der Natur?	88	39932	Nein	1532	911	36	7	9	9	9	9	9	9	9	9	correct
45,972	2	27TZ_loe4196	11	Sie hat die Weisheit mit Lšffeln gefressen	22	45972	keine	0	36	42	7	-0,222222222	0,222222222	3,5	5,2	3,090909091	3,947541587	4,625	7	miss
49,001	2	27TZ_loe4196	12	Sie schaffen das ganz gut	66	49001	keine	0	151	25	5	1,083333333	1,083333333	4,363636364	5,454545455	2,333333333	999	999	999	miss
56,034	2	27TZ_loe4196	13	## ###### ###############	77	56034	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
60,064	2	27TZ_loe4196	14	Er leidet sehr unter die Kritik seines Chefs	44	60064	keine	0	100	44	8	-2,083333333	2,083333333	5,727272727	3,636363636	3,833333333	999	999	999	miss
65,092	2	27TZ_loe4196	15	#### ##### ##### ##### ####	77	65092	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
71,131	2	27TZ_loe4196	16	Sie ist nur noch Haut und Knochen	11	71131	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
75,166	2	27TZ_loe4196	17	### ####### #### ### ######	77	75166	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
78,195	2	27TZ_loe4196	18	####### ### ###### ######### ##### ####	77	78195	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
81,228	2	27TZ_loe4196	19	Sie wird dafŸr hart bestraft	44	81228	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
89,262	2	27TZ_loe4196	20	### ### #### ##### ####	77	89262	keine	0	196	23	5	9	9	9	9	9	9	9	9	miss
97,303	2	27TZ_loe4196	21	## ### ####### #######	77	97303	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
100,342	2	27TZ_loe4196	22	Er ist bekannt wie ein bunter Hund	22	100342	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
103,377	2	27TZ_loe4196	23	Es wurde heute aufgerŠumt	55	103377	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
106,411	2	27TZ_loe4196	24	## ### ######### #####	77	106411	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
110,444	2	27TZ_loe4196	25	Sie hat Geld ohne Ende	33	110444	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
117,472	2	27TZ_loe4196	26	### ####### #### ######## ## ###	77	117472	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
120,502	2	27TZ_loe4196	27	Sie hat einen Schnupfen	44	120502	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
123,536	2	27TZ_loe4196	28	Sie ist unfŠhig	44	123536	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
126,57	2	27TZ_loe4196	29	Er schreibt seine Gedanken auf	55	126570	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
129,603	2	27TZ_loe4196	30	Er spaziert durch die Sonne	66	129603	keine	0	153	27	5	1,166666667	1,166666667	3,909090909	4,727272727	5,333333333	999	999	999	miss
136,637	2	27TZ_loe4196	31	Er wird freundlich aufgenommen	66	136637	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
140,666	2	27TZ_loe4196	32	Alles lŠuft wie immer	55	140666	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
145,694	2	27TZ_loe4196	33	Er plaudert aus dem NŠhkŠstchen	22	145694	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
149,735	2	27TZ_loe4196	34	Plaudert er Geheimnisse aus?	88	149735	Ja	1830	912	28	4	9	9	9	9	9	9	9	9	correct
