onset	duration	Experiment - R6CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,62	2	27TZ_loe4196	1	Er mag keine Suppe	99	1620	keine	0	272	18	4	9	9	9	9	9	9	9	9	miss
4,654	2	27TZ_loe4196	2	Sie ist sehr konzentriert	99	4654	keine	0	276	25	4	9	9	9	9	9	9	9	9	miss
7,688	2	27TZ_loe4196	3	Es ist in aller Munde	22	7688	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
10,721	2	27TZ_loe4196	4	Sie hält ihre Zunge im Zaum	22	10721	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
17,755	2	27TZ_loe4196	5	### #### ### ##### ######## ##	77	17755	keine	0	253	30	6	9	9	9	9	9	9	9	9	miss
20,784	2	27TZ_loe4196	6	### ### #### ### #####	77	20784	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
24,818	2	27TZ_loe4196	7	Wurde dir soeben ein Satz präsentiert?	88	24818	Nein	1428	917	38	6	9	9	9	9	9	9	9	9	correct
30,852	2	27TZ_loe4196	8	Er spitzte die Ohren	22	30852	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
33,881	2	27TZ_loe4196	9	Ihm ist übel geworden	44	33881	keine	0	104	21	4	-1,916666667	1,916666667	4,727272727	4,636363636	4,75	999	999	999	miss
38,914	2	27TZ_loe4196	10	Er merkt wie sich die Sachen entwickeln	55	38914	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
41,955	2	27TZ_loe4196	11	## #### ##### ##########	77	41955	keine	0	221	24	4	9	9	9	9	9	9	9	9	miss
44,988	2	27TZ_loe4196	12	Sie holt sich den Tod	11	44988	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
48,022	2	27TZ_loe4196	13	## ### ###### ######	77	48022	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
54,056	2	27TZ_loe4196	14	Er hat es faustdick hinter den Ohren	22	54056	keine	0	40	36	7	-0,111111111	0,111111111	3,428571429	5,454545455	2	3,673057713	2,777777778	7	miss
57,09	2	27TZ_loe4196	15	Es ist nicht so schwierig	55	57090	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
61,124	2	27TZ_loe4196	16	Es war ein ganz normaler Tag	55	61124	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
64,152	2	27TZ_loe4196	17	Sie ärgert sich über ihren Vorgesetzten	44	64152	keine	0	109	39	6	-1,75	1,75	5	4	4,416666667	999	999	999	miss
67,187	2	27TZ_loe4196	18	Sie ist schlechter Stimmung	44	67187	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
70,221	2	27TZ_loe4196	19	Er folgt der Stimme seines Herzens	33	70221	keine	0	81	34	6	2	2	4,142857143	5,2	2,818181818	3,821729672	5,111111111	7	miss
76,254	2	27TZ_loe4196	20	Er ist daran verzweifelt	44	76254	keine	0	91	24	4	-2,666666667	2,666666667	5,545454546	5,636363636	1,916666667	999	999	999	miss
83,289	2	27TZ_loe4196	21	Sie reagierte enthusiastisch auf den Vorschlag	66	83289	keine	0	160	46	6	1,5	1,5	5,545454546	3,818181818	3,916666667	999	999	999	miss
90,318	2	27TZ_loe4196	22	Sie lag erschöpft im Bett	44	90318	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
94,346	2	27TZ_loe4196	23	Er prügelte ihm die Seele aus dem Leib	11	94346	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
97,375	2	27TZ_loe4196	24	## ### ### ### ### ### ####### ##	77	97375	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
100,41	2	27TZ_loe4196	25	Hast du soeben viele Rautezeichen gesehen?	88	100410	Ja	1623	918	42	6	9	9	9	9	9	9	9	9	correct
107,449	2	27TZ_loe4196	26	Er ist ein anstrengender Mensch	44	107449	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
110,489	2	27TZ_loe4196	27	### ##### ##### ### ### ## ######	77	110489	keine	0	219	33	7	9	9	9	9	9	9	9	9	miss
116,522	2	27TZ_loe4196	28	Er ist Feuer und Flamme	33	116522	keine	0	82	23	5	2,111111111	2,111111111	4,285714286	5,7	3,272727273	3,844404201	3,125	7	miss
123,557	2	27TZ_loe4196	29	Er gewinnt neues Selbstvertrauen	66	123557	keine	0	169	32	4	1,833333333	1,833333333	5,272727273	4,363636364	2,583333333	999	999	999	miss
128,586	2	27TZ_loe4196	30	Er ist über alle Berge	22	128586	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
132,626	2	27TZ_loe4196	31	Sie wird herzlich begrüßt	66	132626	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
135,654	2	27TZ_loe4196	32	## ####### ##### #####	77	135654	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
138,688	2	27TZ_loe4196	33	### #### #### ### ######	77	138688	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
141,722	2	27TZ_loe4196	34	Sie ist überglücklich deswegen	66	141722	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
144,756	2	27TZ_loe4196	35	#### ### ##### #### ####	77	144756	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
147,789	2	27TZ_loe4196	36	Sie genießt ihre Freizeit	66	147789	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
150,823	2	27TZ_loe4196	37	Er platzt vor Neid	11	150823	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
153,857	2	27TZ_loe4196	38	### ##### #### ##### ####	77	153857	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
156,891	2	27TZ_loe4196	39	### ### ##### ### #### #####	77	156891	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
161,925	2	27TZ_loe4196	40	Er lässt kein gutes Haar daran	11	161925	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
169,964	2	27TZ_loe4196	41	Übt er viel Kritik daran?	88	169964	Ja	1735	919	25	5	9	9	9	9	9	9	9	9	correct
176,011	2	27TZ_loe4196	42	Sie machen heute ein Picknick am Strand	66	176011	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
183,04	2	27TZ_loe4196	43	### ######### #### ########### ### ### ######	77	183040	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
186,067	2	27TZ_loe4196	44	Es wächst ihr ans Herz	33	186067	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
190,102	2	27TZ_loe4196	45	##### ##### ##### ##### #### ####	77	190102	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
198,131	2	27TZ_loe4196	46	Hast du soeben mehrere Dreiecke gesehen?	88	198131	Nein	2117	920	40	6	9	9	9	9	9	9	9	9	correct
203,176	2	27TZ_loe4196	47	Es ist eine Augenweide	33	203176	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
208,211	2	27TZ_loe4196	48	Er bereitet sich darauf vor	55	208211	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
211,25	2	27TZ_loe4196	49	Sie ist zäh wie Leder	22	211250	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
216,284	2	27TZ_loe4196	50	Ist sie sehr zart?	88	216284	Nein	1660	921	18	4	9	9	9	9	9	9	9	9	correct
225,328	2	27TZ_loe4196	51	## ##### #### ####	77	225328	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
228,359	2	27TZ_loe4196	52	### ##### ### ##### ####	77	228359	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
231,393	2	27TZ_loe4196	53	Es ist gehüpft wie gesprungen	22	231393	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
237,427	2	27TZ_loe4196	54	### ##### #### ##### ##### ## #####	77	237427	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
240,462	2	27TZ_loe4196	55	## ### ## ######### ###### ### #####	77	240462	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
245,495	2	27TZ_loe4196	56	Er hat im Lotto gewonnen	66	245495	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
250,535	2	27TZ_loe4196	57	Es hat sich nichts bei ihr verändert	55	250535	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
255,575	2	27TZ_loe4196	58	Er freundet sich mit ihm an	66	255575	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
259,614	2	27TZ_loe4196	59	Sie bricht ihm das Herz	11	259614	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
264,642	2	27TZ_loe4196	60	Macht sie ihn traurig?	88	264642	Ja	1471	922	22	4	9	9	9	9	9	9	9	9	correct
273,689	2	27TZ_loe4196	61	## ##### ### ##### ### #######	77	273689	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
279,718	2	27TZ_loe4196	62	Sie macht einen Vorschlag	55	279718	keine	0	122	25	4	-0,25	0,25	3,090909091	5,181818182	3,909090909	999	999	999	miss
285,752	2	27TZ_loe4196	63	Er ist auf seinen Sohn sehr stolz	66	285752	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
288,786	2	27TZ_loe4196	64	Er ist ein Waschlappen	11	288786	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
292,82	2	27TZ_loe4196	65	Sie ist ihr ein Dorn im Auge	11	292820	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
298,848	2	27TZ_loe4196	66	Er wird den ganzen Tag in der Schule geärgert	44	298848	keine	0	92	45	9	-2,583333333	2,583333333	4,818181818	3,727272727	3,916666667	999	999	999	miss
304,884	2	27TZ_loe4196	67	### ##### ##### ##### ##### #### ### ##### ######	77	304884	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
307,918	2	27TZ_loe4196	68	#### ## ### ##### #####	77	307918	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
310,951	2	27TZ_loe4196	69	Er führt Böses im Schilde	11	310951	keine	0	8	25	5	-2,111111111	2,111111111	4	5,545454546	2,363636364	3,920169782	4,222222222	6,4	miss
315,985	2	27TZ_loe4196	70	Hat er gute Absichten?	88	315985	Nein	1407	923	22	4	9	9	9	9	9	9	9	9	correct
326,03	2	27TZ_loe4196	71	Sie geht an die Decke	11	326030	keine	0	23	21	5	-1,777777778	1,777777778	5,25	5,8	2,9	3,877562694	3,375	7	miss
329,071	2	27TZ_loe4196	72	Er steht im Zenit seines Lebens	33	329071	keine	0	71	31	6	1,666666667	1,666666667	3,625	3	2,727272727	3,675413869	4,875	5,5	miss
335,104	2	27TZ_loe4196	73	#### ###### ######	77	335104	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
338,139	2	27TZ_loe4196	74	Er kommt über die Runden	22	338139	keine	0	39	24	5	-0,111111111	0,111111111	2,25	5,7	1,333333333	3,314000988	3,375	7	miss
342,174	2	27TZ_loe4196	75	Die Beschreibung des Projektes ist jetzt verfügbar	55	342174	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
347,202	2	27TZ_loe4196	76	Sie ist im siebten Himmel	33	347202	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
351,242	2	27TZ_loe4196	77	Sie trägt das Herz auf der Zunge	22	351242	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
354,27	2	27TZ_loe4196	78	Sie ist überarbeitet	44	354270	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
359,304	2	27TZ_loe4196	79	### ### ##### ######## ###########	77	359304	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
365,343	2	27TZ_loe4196	80	### ### ##### #########	77	365343	keine	0	227	23	4	9	9	9	9	9	9	9	9	miss
368,377	2	27TZ_loe4196	81	Er betrachtet es genau	55	368377	keine	0	135	22	4	0,166666667	0,166666667	3,3	4,909090909	5,636363636	999	999	999	miss
374,412	2	27TZ_loe4196	82	Sie ist die Ehrlichkeit in Person	33	374412	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
381,447	2	27TZ_loe4196	83	Sie haben sowohl ähnliche wie auch unterschiedliche Ansichten	55	381447	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
385,476	2	27TZ_loe4196	84	##### ##### #### ###### ##### ######## ###### ####	77	385476	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
388,504	2	27TZ_loe4196	85	Er ist ein alter Hase	22	388504	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
391,538	2	27TZ_loe4196	86	Er lässt sein Herz sprechen	33	391538	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
396,572	2	27TZ_loe4196	87	Lässt er sich von seinen Gefühlen leiten?	88	396572	Ja	2448	924	41	7	9	9	9	9	9	9	9	9	correct
402,618	2	27TZ_loe4196	88	### ####### #### ##### #### ############	77	402618	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
407,645	2	27TZ_loe4196	89	### #### ########	77	407645	keine	0	185	17	3	9	9	9	9	9	9	9	9	miss
412,685	2	27TZ_loe4196	90	## ### ##### ######	77	412685	keine	0	261	19	4	9	9	9	9	9	9	9	9	miss
415,725	2	27TZ_loe4196	91	Er fällt durch die Abschlussprüfung	44	415725	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
423,758	2	27TZ_loe4196	92	Er fühlt sich nicht wohl	44	423758	keine	0	107	24	5	-1,833333333	1,833333333	4,727272727	5,181818182	2,75	999	999	999	miss
427,799	2	27TZ_loe4196	93	Sie hat einen Geistesblitz	33	427799	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
432,828	2	27TZ_loe4196	94	Es macht keinen Unterschied für ihn	55	432828	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
437,868	2	27TZ_loe4196	95	#### #### ###### ##### ####	77	437868	keine	0	182	27	5	9	9	9	9	9	9	9	9	miss
440,907	2	27TZ_loe4196	96	### ###### ##### ######## #########	77	440907	keine	0	263	35	5	9	9	9	9	9	9	9	9	miss
443,941	2	27TZ_loe4196	97	Sie ist fit wie ein Turnschuh	33	443941	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
449,975	2	27TZ_loe4196	98	## ##### ###### ###########	77	449975	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
453,008	2	27TZ_loe4196	99	Alles ist in Ordnung	66	453008	keine	0	155	20	4	1,25	1,25	3,727272727	5,454545455	1,916666667	999	999	999	miss
459,042	2	27TZ_loe4196	100	Sie steckt bis über die Ohren in Schulden	11	459042	keine	0	14	41	8	-2	2	4	4,6	2,454545455	3,812915363	6,125	7	miss
