onset	duration	Experiment - R1AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,635	2	1712nk_4142	1	Sie hat etwas vor	99	1635	keine	0	271	17	4	9	9	9	9	9	9	9	9	miss
4,668	2	1712nk_4142	2	Er mag keine Suppe	99	4668	keine	0	272	18	4	9	9	9	9	9	9	9	9	miss
7,703	2	1712nk_4142	3	Sie holt fŸr ihn die Sterne vom Himmel	33	7703	keine	0	84	38	8	2,125	2,125	4,375	5,7	2,454545455	3,838892776	5,25	7	miss
12,736	2	1712nk_4142	4	## ####### ##### #####	77	12736	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
18,776	2	1712nk_4142	5	Er prŸgelte ihm die Seele aus dem Leib	11	18776	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
24,81	2	1712nk_4142	6	Er geht kaum noch aus dem Haus	44	24810	keine	0	118	30	7	-1	1	4,090909091	5,181818182	4,583333333	999	999	999	miss
29,845	2	1712nk_4142	7	Mir fŠllt ein Stein vom Herzen	33	29845	keine	0	75	30	6	1,777777778	1,777777778	5,125	6,2	2,909090909	4,029881943	5,75	7	miss
32,884	2	1712nk_4142	8	Bin ich erleichtert?	88	32884	keine	0	901	20	3	9	9	9	9	9	9	9	9	miss
37,924	2	1712nk_4142	9	Er kriegte eine GŠnsehaut	22	37924	keine	0	31	25	4	-0,444444444	0,444444444	5,125	6,636363636	5,181818182	4,330756317	4,142857143	7	miss
40,957	2	1712nk_4142	10	### #### ########	77	40957	keine	0	185	17	3	9	9	9	9	9	9	9	9	miss
43,991	2	1712nk_4142	11	Sie stinkt vor Faulheit	11	43991	keine	0	4	23	4	-2,222222222	2,222222222	3,75	3,9	4,272727273	3,927592	4,666666667	5,5	miss
48,025	2	1712nk_4142	12	### #### ##### ######## #### ###	77	48025	keine	0	186	32	6	9	9	9	9	9	9	9	9	miss
51,054	2	1712nk_4142	13	Ihm ist †bel geworden	44	51054	keine	0	104	21	4	-1,916666667	1,916666667	4,727272727	4,636363636	4,75	999	999	999	miss
58,088	2	1712nk_4142	14	Er fŸhrt Bšses im Schilde	11	58088	keine	0	8	25	5	-2,111111111	2,111111111	4	5,545454546	2,363636364	3,920169782	4,222222222	6,4	miss
63,117	2	1712nk_4142	15	### ####### ##### #######	77	63117	keine	0	234	25	4	9	9	9	9	9	9	9	9	miss
67,157	2	1712nk_4142	16	Er lŠsst sein Herz sprechen	33	67157	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
73,185	2	1712nk_4142	17	Sie machen heute ein Picknick am Strand	66	73185	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
76,219	2	1712nk_4142	18	Sie ist †berarbeitet	44	76219	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
79,253	2	1712nk_4142	19	Er ist bekannt wie ein bunter Hund	22	79253	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
84,287	2	1712nk_4142	20	Sie ist nun ruhig	55	84287	keine	0	146	17	4	0,583333333	0,583333333	4	4,636363636	3,5	999	999	999	miss
91,327	2	1712nk_4142	21	Springt sie wild herum?	88	91327	keine	0	902	23	4	9	9	9	9	9	9	9	9	miss
96,362	2	1712nk_4142	22	## ### #### ###### ### ### ########## ##	77	96362	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
100,396	2	1712nk_4142	23	Er nimmt es sich zu Herzen	22	100396	keine	0	34	26	6	-0,222222222	0,222222222	4,875	6,181818182	2,818181818	4,078186904	4,222222222	7	miss
103,424	2	1712nk_4142	24	Sie ist ŸberglŸcklich deswegen	66	103424	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
106,458	2	1712nk_4142	25	### ### ######### ### #####	77	106458	keine	0	249	27	5	9	9	9	9	9	9	9	9	miss
