onset	duration	Experiment - R3BVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,622	2	06MD_4099	1	Sie ist sehr konzentriert	99	1622	keine	0	276	25	4	9	9	9	9	9	9	9	9	miss
4,656	2	06MD_4099	2	Es hat viel damit zu tun	99	4656	keine	0	273	24	6	9	9	9	9	9	9	9	9	miss
7,69	2	06MD_4099	3	Sie macht sich Sorgen um ihre Zukunft	44	7690	keine	0	101	37	7	-2,083333333	2,083333333	5,454545455	5,363636364	2,75	999	999	999	miss
12,723	2	06MD_4099	4	## ##### ## #### ### #####	77	12723	keine	0	228	26	6	9	9	9	9	9	9	9	9	miss
18,763	2	06MD_4099	5	Das ist eine traurige Geschichte	44	18763	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
24,798	2	06MD_4099	6	Er folgt der Stimme seines Herzens	33	24798	keine	0	81	34	6	2	2	4,142857143	5,2	2,818181818	3,821729672	5,111111111	7	miss
29,832	2	06MD_4099	7	Er genie§t die Gesellschaft	66	29832	keine	0	176	27	4	2	2	5	5,181818182	3,333333333	999	999	999	miss
32,872	2	06MD_4099	8	Er benimmt sich wie ein Elefant im Porzellanladen	11	32872	keine	0	28	49	8	-1,666666667	1,666666667	4,125	5,4	3,363636364	4,014075192	5,714285714	7	miss
35,906	2	06MD_4099	9	Er kann das nicht mehr leiden	44	35906	keine	0	115	29	6	-1,25	1,25	4,6	4,454545455	2,416666667	999	999	999	miss
38,939	2	06MD_4099	10	Er feuerte ihn	11	38939	keine	0	10	14	3	-2,111111111	2,111111111	4,875	6,636363636	3,555555556	4,003443973	2,75	5,8	miss
41,973	2	06MD_4099	11	Wurde ihm gekŸndigt?	88	41973	Nein	2456	909	20	3	9	9	9	9	9	9	9	9	incorrect
48,013	2	06MD_4099	12	Sie lag erschšpft im Bett	44	48013	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
51,042	2	06MD_4099	13	### ######### #### ########### ### ### ######	77	51042	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
58,076	2	06MD_4099	14	Sie genie§t ihre Freizeit	66	58076	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
63,105	2	06MD_4099	15	Er ist total zufrieden mit sich	66	63105	keine	0	179	31	6	2,583333333	2,583333333	5,545454546	4,818181818	2,833333333	999	999	999	miss
67,144	2	06MD_4099	16	Er denkt jetzt daran	55	67144	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
73,173	2	06MD_4099	17	Sie wird dafŸr hart bestraft	44	73173	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
76,207	2	06MD_4099	18	Sie machte ihn zur Sau	11	76207	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
79,241	2	06MD_4099	19	Er plaudert aus dem NŠhkŠstchen	22	79241	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
84,276	2	06MD_4099	20	### #### #### #### ###### ######	77	84276	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
91,315	2	06MD_4099	21	## ### ### ### ### ### ####### ##	77	91315	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
94,344	2	06MD_4099	22	Sie fŸhlt sich gesund und aktiv	66	94344	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
98,379	2	06MD_4099	23	Er lŠsst sich deswegen keine grauen Haare wachsen	22	98379	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
101,407	2	06MD_4099	24	Er hat einen guten Draht zu ihm	33	101407	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
104,441	2	06MD_4099	25	Es wurde heute aufgerŠumt	55	104441	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
108,473	2	06MD_4099	26	## ### ###### ######	77	108473	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
112,504	2	06MD_4099	27	##### ##### #### ###### ##### ######## ###### ####	77	112504	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
120,531	2	06MD_4099	28	Sie ist ihr ein Dorn im Auge	11	120531	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
123,572	2	06MD_4099	29	Er bereitet sich darauf vor	55	123572	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
127,606	2	06MD_4099	30	## ### ## ######### ###### ### #####	77	127606	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
130,634	2	06MD_4099	31	Sie trŠgt das Herz auf der Zunge	22	130634	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
136,668	2	06MD_4099	32	Er spitzte die Ohren	22	136668	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
140,703	2	06MD_4099	33	#### ###### ####### #########	77	140703	keine	0	251	29	4	9	9	9	9	9	9	9	9	miss
144,73	2	06MD_4099	34	Er ist ein Waschlappen	11	144730	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
150,76	2	06MD_4099	35	Ist er mutig und erfolgreich?	88	150760	Nein	1632	910	29	5	9	9	9	9	9	9	9	9	correct
160,8	2	06MD_4099	36	Er wird freundlich aufgenommen	66	160800	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
163,84	2	06MD_4099	37	Sie ist Ÿberarbeitet	44	163840	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
