onset	duration	Experiment - R4DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,629	2	08Aw_4111	1	Sie ist sehr konzentriert	99	1629	keine	0	276	25	4	9	9	9	9	9	9	9	9	miss
4,663	2	08Aw_4111	2	Es hat viel damit zu tun	99	4663	keine	0	273	24	6	9	9	9	9	9	9	9	9	miss
7,697	2	08Aw_4111	3	Sie verbrachten ein entspanntes Wochenende	66	7697	keine	0	172	42	5	1,916666667	1,916666667	4,909090909	5,636363636	3,333333333	999	999	999	miss
10,73	2	08Aw_4111	4	Er schŸttet ihr sein Herz aus	22	10730	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
13,764	2	08Aw_4111	5	Sie wird herzlich begrŸ§t	66	13764	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
18,798	2	08Aw_4111	6	Sie schaffen das ganz gut	66	18798	keine	0	151	25	5	1,083333333	1,083333333	4,363636364	5,454545455	2,333333333	999	999	999	miss
24,838	2	08Aw_4111	7	### ### ########## ##########	77	24838	keine	0	257	29	4	9	9	9	9	9	9	9	9	miss
28,872	2	08Aw_4111	8	### ### ##### ### #### #####	77	28872	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
32,901	2	08Aw_4111	9	#### ###### ####### #####	77	32901	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
37,929	2	08Aw_4111	10	Er genie§t die Gesellschaft	66	37929	keine	0	176	27	4	2	2	5	5,181818182	3,333333333	999	999	999	miss
41,969	2	08Aw_4111	11	Er gewinnt neues Selbstvertrauen	66	41969	keine	0	169	32	4	1,833333333	1,833333333	5,272727273	4,363636364	2,583333333	999	999	999	miss
45,998	2	08Aw_4111	12	Es passt wie die Faust aufs Auge	33	45998	keine	0	68	32	7	1,666666667	1,666666667	3	5,9	2,9	3,753424585	4	7	miss
49,026	2	08Aw_4111	13	Passt es sehr gut zusammen?	88	49026	Ja	2257	901	27	5	9	9	9	9	9	9	9	9	correct
55,066	2	08Aw_4111	14	### #### ##### ######## #### ###	77	55066	keine	0	186	32	6	9	9	9	9	9	9	9	9	miss
61,094	2	08Aw_4111	15	Er freundet sich mit ihm an	66	61094	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
64,129	2	08Aw_4111	16	## ##### ### #####	77	64129	keine	0	198	18	4	9	9	9	9	9	9	9	9	miss
67,163	2	08Aw_4111	17	Sie hat einen Schnupfen	44	67163	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
71,196	2	08Aw_4111	18	LŠuft ihre Nase?	88	71196	Ja	1540	902	16	3	9	9	9	9	9	9	9	9	correct
78,23	2	08Aw_4111	19	Er schreibt seine Gedanken auf	55	78230	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
85,27	2	08Aw_4111	20	Er hat Schmetterlinge im Bauch	33	85270	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
91,3	2	08Aw_4111	21	Er plaudert aus dem NŠhkŠstchen	22	91300	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
94,335	2	08Aw_4111	22	Er geht kaum noch aus dem Haus	44	94335	keine	0	118	30	7	-1	1	4,090909091	5,181818182	4,583333333	999	999	999	miss
98,368	2	08Aw_4111	23	Sie redet nicht um den hei§en Brei	22	98368	keine	0	33	34	7	-0,222222222	0,222222222	3,285714286	5,272727273	3,777777778	3,812515985	2,875	6,5	miss
103,397	2	08Aw_4111	24	Sie legt nicht jedes Wort auf die Goldwaage	22	103397	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
108,437	2	08Aw_4111	25	Er ist Feuer und Flamme	33	108437	keine	0	82	23	5	2,111111111	2,111111111	4,285714286	5,7	3,272727273	3,844404201	3,125	7	miss
111,476	2	08Aw_4111	26	Er hat einen guten Draht zu ihm	33	111476	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
117,51	2	08Aw_4111	27	Sie ist unsterblich verliebt	33	117510	keine	0	78	28	4	1,888888889	1,888888889	5	6,1	2,363636364	3,974284916	5,111111111	6,625	miss
124,545	2	08Aw_4111	28	Er benimmt sich wie ein Elefant im Porzellanladen	11	124545	keine	0	28	49	8	-1,666666667	1,666666667	4,125	5,4	3,363636364	4,014075192	5,714285714	7	miss
129,574	2	08Aw_4111	29	Er ist wŸtend auf sie	44	129574	keine	0	103	21	5	-2	2	5,727272727	5,272727273	3,583333333	999	999	999	miss
137,614	2	08Aw_4111	30	Sie strukturiert ihre Arbeit	55	137614	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
141,654	2	08Aw_4111	31	Er lŠsst kein gutes Haar daran	11	141654	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
144,682	2	08Aw_4111	32	Sie ist die Ehrlichkeit in Person	33	144682	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
148,717	2	08Aw_4111	33	## ######## ##### #####	77	148717	keine	0	264	23	4	9	9	9	9	9	9	9	9	miss
151,745	2	08Aw_4111	34	Er fŸhrt Bšses im Schilde	11	151745	keine	0	8	25	5	-2,111111111	2,111111111	4	5,545454546	2,363636364	3,920169782	4,222222222	6,4	miss
158,779	2	08Aw_4111	35	### ### ##### ######## ###########	77	158779	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
161,807	2	08Aw_4111	36	Sie ist nun ruhig	55	161807	keine	0	146	17	4	0,583333333	0,583333333	4	4,636363636	3,5	999	999	999	miss
167,842	2	08Aw_4111	37	Er lŠsst sich deswegen keine grauen Haare wachsen	22	167842	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
170,876	2	08Aw_4111	38	##### ##### ##### ##### #### ####	77	170876	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
174,91	2	08Aw_4111	39	Er fŸhlt sich nicht wohl	44	174910	keine	0	107	24	5	-1,833333333	1,833333333	4,727272727	5,181818182	2,75	999	999	999	miss
177,939	2	08Aw_4111	40	### ### ##### #########	77	177939	keine	0	227	23	4	9	9	9	9	9	9	9	9	miss
184,972	2	08Aw_4111	41	Ihr lŠuft die Galle Ÿber	11	184972	keine	0	13	24	5	-2	2	4,285714286	3,333333333	3,454545455	3,691197691	3,125	3,625	miss
189,002	2	08Aw_4111	42	### ##### ### ##### ####	77	189002	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
193,03	2	08Aw_4111	43	Er fŠllt durch die AbschlussprŸfung	44	193030	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
196,059	2	08Aw_4111	44	Er folgt der Stimme seines Herzens	33	196059	keine	0	81	34	6	2	2	4,142857143	5,2	2,818181818	3,821729672	5,111111111	7	miss
200,093	2	08Aw_4111	45	#### #### ### ##### ### #####	77	200093	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
206,121	2	08Aw_4111	46	Wurden dir soeben kleine Kreise gezeigt?	88	206121	Nein	3020	903	40	6	9	9	9	9	9	9	9	9	correct
211,162	2	08Aw_4111	47	Es macht keinen Unterschied fŸr ihn	55	211162	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
