onset	duration	Experiment - R5DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,624	2	08Aw_4111	1	Sie hat etwas vor	99	1624	keine	0	271	17	4	9	9	9	9	9	9	9	9	miss
4,658	2	08Aw_4111	2	Es stšrt keinen gro§en Geist	99	4658	keine	0	274	28	5	9	9	9	9	9	9	9	9	miss
7,692	2	08Aw_4111	3	Stšrt es jemanden?	88	7692	Nein	1835	909	18	3	9	9	9	9	9	9	9	9	correct
13,732	2	08Aw_4111	4	Sie eroberte sein Herz	33	13732	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
16,761	2	08Aw_4111	5	### ####### #### ##### #### ############	77	16761	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
22,794	2	08Aw_4111	6	Es ist eine Augenweide	33	22794	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
26,829	2	08Aw_4111	7	Ist es schšn anzusehen?	88	26829	Ja	1344	910	23	4	9	9	9	9	9	9	9	9	correct
33,863	2	08Aw_4111	8	Sie bekommt einen Auftrag	55	33863	keine	0	140	25	4	0,25	0,25	4	4,363636364	3,5	999	999	999	miss
36,903	2	08Aw_4111	9	Ihm ist Ÿbel geworden	44	36903	keine	0	104	21	4	-1,916666667	1,916666667	4,727272727	4,636363636	4,75	999	999	999	miss
39,937	2	08Aw_4111	10	Er kommt Ÿber die Runden	22	39937	keine	0	39	24	5	-0,111111111	0,111111111	2,25	5,7	1,333333333	3,314000988	3,375	7	miss
43,971	2	08Aw_4111	11	Sie reagierte enthusiastisch auf den Vorschlag	66	43971	keine	0	160	46	6	1,5	1,5	5,545454546	3,818181818	3,916666667	999	999	999	miss
46,999	2	08Aw_4111	12	### ##### ##### ## ### ###### ####	77	46999	keine	0	209	34	7	9	9	9	9	9	9	9	9	miss
54,033	2	08Aw_4111	13	Sie ist schlechter Stimmung	44	54033	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
58,062	2	08Aw_4111	14	Ist sie fršhlich?	88	58062	Nein	1116	911	17	3	9	9	9	9	9	9	9	9	correct
65,097	2	08Aw_4111	15	### ####### ###### ########### ##	77	65097	keine	0	269	33	5	9	9	9	9	9	9	9	9	miss
71,136	2	08Aw_4111	16	Er ist eine falsche Schlange	11	71136	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
75,171	2	08Aw_4111	17	### ### #########	77	75171	keine	0	247	17	3	9	9	9	9	9	9	9	9	miss
78,2	2	08Aw_4111	18	## ### ## ######### ###### ### #####	77	78200	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
81,232	2	08Aw_4111	19	Sie ist unfŠhig	44	81232	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
89,267	2	08Aw_4111	20	## ### #### ###### ### ### ########## ##	77	89267	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
97,308	2	08Aw_4111	21	#### ##### ##### ### ########	77	97308	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
100,348	2	08Aw_4111	22	Es ist in aller Munde	22	100348	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
103,382	2	08Aw_4111	23	Es hat nichts damit zu tun	55	103382	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
106,416	2	08Aw_4111	24	### ### ##### #############	77	106416	keine	0	238	27	4	9	9	9	9	9	9	9	9	miss
110,449	2	08Aw_4111	25	Er redete mit Engelszungen	33	110449	keine	0	61	26	4	1,125	1,125	3,625	3,6	4,090909091	3,771969697	4,625	4,75	miss
117,478	2	08Aw_4111	26	#### ###### #########	77	117478	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
120,507	2	08Aw_4111	27	Er kann das nicht mehr leiden	44	120507	keine	0	115	29	6	-1,25	1,25	4,6	4,454545455	2,416666667	999	999	999	miss
123,541	2	08Aw_4111	28	Sie ist Ÿberarbeitet	44	123541	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
126,574	2	08Aw_4111	29	Es wurde heute aufgerŠumt	55	126574	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
129,609	2	08Aw_4111	30	Er ist total zufrieden mit sich	66	129609	keine	0	179	31	6	2,583333333	2,583333333	5,545454546	4,818181818	2,833333333	999	999	999	miss
136,643	2	08Aw_4111	31	Sie freut sich auf den Urlaub	66	136643	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
140,672	2	08Aw_4111	32	Sie Ÿberlegt sich wie sie weitermachen kann	55	140672	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
145,7	2	08Aw_4111	33	Sie kommt auf einen Sprung herein	22	145700	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	6	miss
149,74	2	08Aw_4111	34	Bleibt sie nur kurz?	88	149740	Ja	1893	912	20	4	9	9	9	9	9	9	9	9	correct
155,774	2	08Aw_4111	35	### ####### #### ###	77	155774	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
158,803	2	08Aw_4111	36	## ## ##########	77	158803	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
163,837	2	08Aw_4111	37	Sie plant eine Zugfahrt	55	163837	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
166,877	2	08Aw_4111	38	### #### ##### ##### #####	77	166877	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
170,91	2	08Aw_4111	39	Sie macht sich Sorgen um ihre Zukunft	44	170910	keine	0	101	37	7	-2,083333333	2,083333333	5,454545455	5,363636364	2,75	999	999	999	miss
177,939	2	08Aw_4111	40	Es wŠchst ihr ans Herz	33	177939	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
182,968	2	08Aw_4111	41	Es war ein ganz normaler Tag	55	182968	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
189,008	2	08Aw_4111	42	## ### ####### #######	77	189008	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
195,042	2	08Aw_4111	43	Sie wird dafŸr hart bestraft	44	195042	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
202,076	2	08Aw_4111	44	### #### ########	77	202076	keine	0	185	17	3	9	9	9	9	9	9	9	9	miss
205,106	2	08Aw_4111	45	Sie lernte es mŸhelos	66	205106	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
210,14	2	08Aw_4111	46	Sie verpasste ihm einen Denkzettel	11	210140	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
214,18	2	08Aw_4111	47	Sie hat Geld ohne Ende	33	214180	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
219,207	2	08Aw_4111	48	Er ist ein alter Hase	22	219207	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
225,248	2	08Aw_4111	49	Sie stinkt vor Faulheit	11	225248	keine	0	4	23	4	-2,222222222	2,222222222	3,75	3,9	4,272727273	3,927592	4,666666667	5,5	miss
228,283	2	08Aw_4111	50	Die Beschreibung des Projektes ist jetzt verfŸgbar	55	228283	keine	0	136	50	7	0,166666667	0,166666667	2,4	3,909090909	4,166666667	999	999	999	miss
232,316	2	08Aw_4111	51	Er bereitet sich darauf vor	55	232316	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
235,345	2	08Aw_4111	52	### #### #### #########	77	235345	keine	0	181	23	4	9	9	9	9	9	9	9	9	miss
239,378	2	08Aw_4111	53	Er hat bei ihm verspielt	11	239378	keine	0	25	24	5	-1,777777778	1,777777778	4,375	4,818181818	2,363636364	3,915117004	4	7	miss
243,407	2	08Aw_4111	54	Sie fŸhlt sich gesund und aktiv	66	243407	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
246,435	2	08Aw_4111	55	Das hat viele Vorteile	66	246435	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
251,469	2	08Aw_4111	56	Sie gehen vor die Hunde	11	251469	keine	0	9	23	5	-2,111111111	2,111111111	2,125	4,636363636	3	3,811924834	2,875	5,5	miss
256,509	2	08Aw_4111	57	### ####### #### ### ######	77	256509	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
264,549	2	08Aw_4111	58	## ### ##### ############	77	264549	keine	0	194	25	4	9	9	9	9	9	9	9	9	miss
268,59	2	08Aw_4111	59	Sie haben einen Bericht geschrieben	55	268590	keine	0	132	35	5	0,083333333	0,083333333	2,909090909	5,090909091	4,583333333	999	999	999	miss
271,618	2	08Aw_4111	60	Sie macht ihr die Hšlle hei§	11	271618	keine	0	27	28	6	-1,666666667	1,666666667	5,125	5,272727273	3,909090909	4,086060651	5,111111111	7	miss
274,652	2	08Aw_4111	61	## ### ### ### ### ### ####### ##	77	274652	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
277,685	2	08Aw_4111	62	Sie machte ihn zur Sau	11	277685	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
284,72	2	08Aw_4111	63	Sie trŠgt das Herz auf der Zunge	22	284720	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
287,748	2	08Aw_4111	64	### ### #########	77	287748	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
290,783	2	08Aw_4111	65	#### #### ##### ##########	77	290783	keine	0	255	26	4	9	9	9	9	9	9	9	9	miss
296,816	2	08Aw_4111	66	## ### ######### #####	77	296816	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
301,851	2	08Aw_4111	67	Sie ist fit wie ein Turnschuh	33	301851	keine	0	86	29	6	2,333333333	2,333333333	3,375	6,090909091	3,272727273	3,936479301	5,25	6,5	miss
304,891	2	08Aw_4111	68	Er lŠsst sein Herz sprechen	33	304891	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
307,924	2	08Aw_4111	69	Er ist Ÿberheblich	44	307924	keine	0	102	18	3	-2	2	4,909090909	4,818181818	2,5	999	999	999	miss
312,958	2	08Aw_4111	70	Sie bricht ihm das Herz	11	312958	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
318,998	2	08Aw_4111	71	## ### ####### ##### ######	77	318998	keine	0	265	27	5	9	9	9	9	9	9	9	9	miss
325,033	2	08Aw_4111	72	## ### ##### ######## ##### #########	77	325033	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
329,067	2	08Aw_4111	73	Es ist gehŸpft wie gesprungen	22	329067	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
334,096	2	08Aw_4111	74	Er ist bekannt wie ein bunter Hund	22	334096	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
340,135	2	08Aw_4111	75	#### ###### ######	77	340135	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
343,17	2	08Aw_4111	76	## #### ##### ##########	77	343170	keine	0	221	24	4	9	9	9	9	9	9	9	9	miss
346,203	2	08Aw_4111	77	Sie sieht alles schwarz	11	346203	keine	0	2	23	4	-2,222222222	2,222222222	3,875	5,454545455	3,727272727	4,079161024	4,888888889	6,7	miss
350,236	2	08Aw_4111	78	Ist sie pessimistisch?	88	350236	Ja	2594	913	22	3	9	9	9	9	9	9	9	9	correct
357,272	2	08Aw_4111	79	Er spitzte die Ohren	22	357272	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
361,312	2	08Aw_4111	80	Er hintergeht sie	44	361312	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
366,34	2	08Aw_4111	81	Er kriegte eine GŠnsehaut	22	366340	keine	0	31	25	4	-0,444444444	0,444444444	5,125	6,636363636	5,181818182	4,330756317	4,142857143	7	miss
369,38	2	08Aw_4111	82	Haben sich seine KšrperhŠrchen aufgerichtet?	88	369380	Ja	3037	914	44	5	9	9	9	9	9	9	9	9	correct
374,42	2	08Aw_4111	83	Er grinst Ÿber beide Ohren	33	374420	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
377,454	2	08Aw_4111	84	### ###### ### ##### ###	77	377454	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
380,488	2	08Aw_4111	85	Er prŸgelte ihm die Seele aus dem Leib	11	380488	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
385,521	2	08Aw_4111	86	Er steht im Zenit seines Lebens	33	385521	keine	0	71	31	6	1,666666667	1,666666667	3,625	3	2,727272727	3,675413869	4,875	5,5	miss
391,561	2	08Aw_4111	87	Ist er ein Kleinkind?	88	391561	Nein	1848	915	21	4	9	9	9	9	9	9	9	9	correct
398,601	2	08Aw_4111	88	### ###### #######	77	398601	keine	0	215	18	3	9	9	9	9	9	9	9	9	miss
401,641	2	08Aw_4111	89	Sie setzen ihn auf freien Fu§	22	401641	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
408,674	2	08Aw_4111	90	Sie fŸhlt sich sorglos	66	408674	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
413,704	2	08Aw_4111	91	Sie veranstalten eine Party fŸr ihn	66	413704	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
416,744	2	08Aw_4111	92	### ### #### ### ###### ## ####	77	416744	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
422,777	2	08Aw_4111	93	Alles lŠuft wie immer	55	422777	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
430,812	2	08Aw_4111	94	Hat sich etwas geŠndert?	88	430812	Nein	2520	916	24	4	9	9	9	9	9	9	9	9	correct
439,859	2	08Aw_4111	95	Er fŸhlt sich entspannt und locker	66	439859	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
442,888	2	08Aw_4111	96	Sie ist ŸberglŸcklich deswegen	66	442888	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
445,922	2	08Aw_4111	97	#### ## ### ##### #####	77	445922	keine	0	197	23	5	9	9	9	9	9	9	9	9	miss
448,955	2	08Aw_4111	98	Er verliert seine Arbeit	44	448955	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
453,99	2	08Aw_4111	99	### ##### ### ####### ####	77	453990	keine	0	226	26	5	9	9	9	9	9	9	9	9	miss
459,029	2	08Aw_4111	100	Er ist bis Ÿber beide Ohren verliebt	33	459029	keine	0	88	36	7	2,555555556	2,555555556	5,5	6	2,727272727	4,021927447	4,125	7	miss
