onset	duration	Experiment - R2AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,634	2	05dp_4098	1	Es hat viel damit zu tun	99	1634	keine	0	273	24	6	9	9	9	9	9	9	9	9	miss
4,668	2	05dp_4098	2	Es st_rt keinen gro¤en Geist	99	4668	keine	0	274	28	5	9	9	9	9	9	9	9	9	miss
7,702	2	05dp_4098	3	Er hat im Lotto gewonnen	66	7702	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
12,736	2	05dp_4098	4	Hat er die richtigen Zahlen gew_hlt?	88	12736	Ja	3424	917	36	6	9	9	9	9	9	9	9	9	correct
20,782	2	05dp_4098	5	Es war ein ganz normaler Tag	55	20782	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
26,816	2	05dp_4098	6	#### ##### ##### ##### ####	77	26816	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
31,85	2	05dp_4098	7	Sie verwirklicht nun ihren Wunsch	66	31850	keine	0	178	33	5	2,166666667	2,166666667	5,363636364	4	2,333333333	999	999	999	miss
34,89	2	05dp_4098	8	Er folgt der Stimme seines Herzens	33	34890	keine	0	81	34	6	2	2	4,142857143	5,2	2,818181818	3,821729672	5,111111111	7	miss
37,924	2	05dp_4098	9	Er bringt sie zur Wei¤glut	11	37924	keine	0	16	26	5	-1,888888889	1,888888889	5,75	5,8	2,666666667	3,780924393	3,571428571	7	miss
40,958	2	05dp_4098	10	Er ist eine falsche Schlange	11	40958	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
43,993	2	05dp_4098	11	##### ##### #### ###### ##### ######## ###### ####	77	43993	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
48,025	2	05dp_4098	12	Er erinnert sich an die letzte Woche	55	48025	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
51,054	2	05dp_4098	13	Sie ist ihr ein Dorn im Auge	11	51054	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
58,087	2	05dp_4098	14	Er ist Ùberheblich	44	58087	keine	0	102	18	3	-2	2	4,909090909	4,818181818	2,5	999	999	999	miss
63,118	2	05dp_4098	15	Das war eine sch_ne Erinnerung	66	63118	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
67,157	2	05dp_4098	16	### ###### ### ##### ###	77	67157	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
73,186	2	05dp_4098	17	Er leidet sehr unter der Kritik seines Chefs	44	73186	keine	0	100	44	8	-2,083333333	2,083333333	5,727272727	3,636363636	3,833333333	999	999	999	miss
76,221	2	05dp_4098	18	Hat ihn seine Arbeitskollegin kritisiert?	88	76221	Ja	2624	918	41	5	9	9	9	9	9	9	9	9	incorrect
81,259	2	05dp_4098	19	Sie ist z_h wie Leder	22	81259	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
86,294	2	05dp_4098	20	Sie tr_gt das Herz auf der Zunge	22	86294	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
93,334	2	05dp_4098	21	#### ## ### ##### ######	77	93334	keine	0	232	24	5	9	9	9	9	9	9	9	9	miss
96,361	2	05dp_4098	22	### #### #### ### ######	77	96361	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
100,397	2	05dp_4098	23	Er tr_umt in den Tag hinein	22	100397	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
103,425	2	05dp_4098	24	Er hat Schmetterlinge im Bauch	33	103425	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
106,459	2	05dp_4098	25	Sie hat lange darunter gelitten	44	106459	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
110,493	2	05dp_4098	26	Mir ist es das wert	66	110493	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
114,522	2	05dp_4098	27	Er spaziert durch die Sonne	66	114522	keine	0	153	27	5	1,166666667	1,166666667	3,909090909	4,727272727	5,333333333	999	999	999	miss
122,55	2	05dp_4098	28	Er hat einen an der Birne	11	122550	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
125,591	2	05dp_4098	29	### ##### ### #### #######	77	125591	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
129,625	2	05dp_4098	30	Es passt wie die Faust aufs Auge	33	129625	keine	0	68	32	7	1,666666667	1,666666667	3	5,9	2,9	3,753424585	4	7	miss
132,653	2	05dp_4098	31	### #### #### #### ###### ######	77	132653	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
138,687	2	05dp_4098	32	Sie hat einen Schnupfen	44	138687	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
142,721	2	05dp_4098	33	L_uft ihre Nase?	88	142721	Ja	1314	919	16	3	9	9	9	9	9	9	9	9	correct
148,756	2	05dp_4098	34	## #### #### ##### ### ### #####	77	148756	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
154,784	2	05dp_4098	35	#### ###### #########	77	154784	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
162,819	2	05dp_4098	36	### ####### ###### ########### ##	77	162819	keine	0	269	33	5	9	9	9	9	9	9	9	9	miss
165,859	2	05dp_4098	37	Sie wird herzlich begrÙ¤t	66	165859	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
168,893	2	05dp_4098	38	War der Empfang unfreundlich?	88	168893	Nein	2405	920	29	4	9	9	9	9	9	9	9	9	correct
173,933	2	05dp_4098	39	Sie sieht alles schwarz	11	173933	keine	0	2	23	4	-2,222222222	2,222222222	3,875	5,454545455	3,727272727	4,079161024	4,888888889	6,7	miss
179,967	2	05dp_4098	40	Sie machte ihn zur Sau	11	179967	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
184,002	2	05dp_4098	41	### ######### #### ########### ### ### ######	77	184002	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
187,03	2	05dp_4098	42	Wurden dir soeben kleine Kreise gezeigt?	88	187030	Ja	2276	921	40	6	9	9	9	9	9	9	9	9	incorrect
192,07	2	05dp_4098	43	Er schÙttet ihr sein Herz aus	22	192070	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
196,104	2	05dp_4098	44	Offenbart er ihr seine GefÙhle?	88	196104	Ja	3038	922	31	5	9	9	9	9	9	9	9	9	correct
204,138	2	05dp_4098	45	Er schreibt seine Gedanken auf	55	204138	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
207,172	2	05dp_4098	46	#### ###### ####### #####	77	207172	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
211,206	2	05dp_4098	47	Sie lernte es mÙhelos	66	211206	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
215,235	2	05dp_4098	48	Er ist krank geworden	44	215235	keine	0	93	21	4	-2,583333333	2,583333333	4,272727273	4,909090909	4,166666667	999	999	999	miss
218,263	2	05dp_4098	49	Sie plant eine Zugfahrt	55	218263	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
226,298	2	05dp_4098	50	Sie bespricht die Angelegenheit mit ihren Kollegen	55	226298	keine	0	126	50	7	0	0	3,181818182	5,181818182	5,363636364	999	999	999	miss
230,337	2	05dp_4098	51	### ##### #### ##### ####	77	230337	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
234,366	2	05dp_4098	52	Sie schaut ihn liebevoll an	66	234366	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
242,393	2	05dp_4098	53	## ###### ###############	77	242393	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
245,435	2	05dp_4098	54	Sie ist stur wie ein Bock	11	245435	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
252,469	2	05dp_4098	55	Sie ist schlechter Stimmung	44	252469	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
255,498	2	05dp_4098	56	Er bereitet sich darauf vor	55	255498	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
259,532	2	05dp_4098	57	Sie hat Geld ohne Ende	33	259532	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
263,56	2	05dp_4098	58	### #### ##### ##### #####	77	263560	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
266,589	2	05dp_4098	59	Er schweigt wie ein Grab	22	266589	keine	0	47	24	5	0,111111111	0,111111111	3,75	5,454545455	4	4,004517337	5,888888889	6,5	miss
269,623	2	05dp_4098	60	### #### ## ### #####	77	269623	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
274,657	2	05dp_4098	61	Er ist wÙtend auf sie	44	274657	keine	0	103	21	5	-2	2	5,727272727	5,272727273	3,583333333	999	999	999	miss
277,697	2	05dp_4098	62	Sie steckt bis Ùber die Ohren in Schulden	11	277697	keine	0	14	41	8	-2	2	4	4,6	2,454545455	3,812915363	6,125	7	miss
280,731	2	05dp_4098	63	Sie haben sowohl Ûhnliche wie auch unterschiedliche Ansichten	55	280731	keine	0	139	61	8	0,181818182	0,181818182	3,1	4	2,75	999	999	999	miss
284,765	2	05dp_4098	64	### ####### #### ##### #### ############	77	284765	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
289,793	2	05dp_4098	65	## ####### ## #########	77	289793	keine	0	218	23	4	9	9	9	9	9	9	9	9	miss
293,833	2	05dp_4098	66	## ##### #### ####	77	293833	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
300,861	2	05dp_4098	67	Es hat nichts damit zu tun	55	300861	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
304,89	2	05dp_4098	68	Sie redet Klartext	22	304890	keine	0	58	18	3	0,444444444	0,444444444	4,25	6,1	4,818181818	4,1943856	5,666666667	7	miss
307,919	2	05dp_4098	69	Es ist eine Augenweide	33	307919	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
312,953	2	05dp_4098	70	### ### ##### #############	77	312953	keine	0	238	27	4	9	9	9	9	9	9	9	9	miss
316,992	2	05dp_4098	71	#### ###### ######	77	316992	keine	0	190	18	3	9	9	9	9	9	9	9	9	miss
321,022	2	05dp_4098	72	### ##### ####### ### ### ### ######### #####	77	321022	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
324,05	2	05dp_4098	73	Das hat viele Vorteile	66	324050	keine	0	152	22	4	1,083333333	1,083333333	3,818181818	5,545454546	1,75	999	999	999	miss
328,083	2	05dp_4098	74	Er platzt vor Neid	11	328083	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
332,112	2	05dp_4098	75	## ##### ###### ###########	77	332112	keine	0	268	27	4	9	9	9	9	9	9	9	9	miss
337,14	2	05dp_4098	76	Sie setzen ihn auf freien Fu¤	22	337140	keine	0	49	29	6	0,222222222	0,222222222	3	5,1	2,222222222	3,505876556	3,777777778	7	miss
344,18	2	05dp_4098	77	### ### #########	77	344180	keine	0	240	17	3	9	9	9	9	9	9	9	9	miss
349,21	2	05dp_4098	78	### ### ##### ######## ###########	77	349210	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
352,25	2	05dp_4098	79	### ### ##### ### #### #####	77	352250	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
355,284	2	05dp_4098	80	Sie reagierte enthusiastisch auf den Vorschlag	66	355284	keine	0	160	46	6	1,5	1,5	5,545454546	3,818181818	3,916666667	999	999	999	miss
358,317	2	05dp_4098	81	Er ist ein anstrengender Mensch	44	358317	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
362,351	2	05dp_4098	82	Es hat sich nichts bei ihr ver_ndert	55	362351	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
368,378	2	05dp_4098	83	Ist bei ihr alles beim Alten geblieben?	88	368378	Ja	2941	923	39	7	9	9	9	9	9	9	9	9	correct
374,42	2	05dp_4098	84	### ####### #### ### ### ######## ### #########	77	374420	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
381,449	2	05dp_4098	85	Hast du soeben eine Buchstabenreihe gelesen?	88	381449	Nein	2727	924	44	6	9	9	9	9	9	9	9	9	correct
391,484	2	05dp_4098	86	Er ist wie aus dem Ei gepellt	33	391484	keine	0	63	29	7	1,333333333	1,333333333	2,75	4,636363636	3,181818182	3,856886217	4,777777778	6,5	miss
394,524	2	05dp_4098	87	### ### #########	77	394524	keine	0	247	17	3	9	9	9	9	9	9	9	9	miss
397,558	2	05dp_4098	88	Es w_chst ihr ans Herz	33	397558	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
401,592	2	05dp_4098	89	## #### #### #####	77	401592	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
406,62	2	05dp_4098	90	Er lebt wie Gott in Frankreich	33	406620	keine	0	66	30	6	1,555555556	1,555555556	3,875	4,2	2,333333333	3,564309236	3,25	7	miss
412,66	2	05dp_4098	91	Sie ist im siebten Himmel	33	412660	keine	0	89	25	5	2,666666667	2,666666667	5,25	5,818181818	2	4,014157968	3,666666667	7	miss
416,694	2	05dp_4098	92	Er ist ein alter Hase	22	416694	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
424,724	2	05dp_4098	93	Sie legt nicht jedes Wort auf die Goldwaage	22	424724	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
427,764	2	05dp_4098	94	Sie Ùberlegt sich wie sie weitermachen kann	55	427764	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
432,798	2	05dp_4098	95	Sie h_lt ihre Zunge im Zaum	22	432798	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
436,838	2	05dp_4098	96	Er hatte Schwierigkeiten damit	44	436838	keine	0	117	30	4	-1,166666667	1,166666667	4,727272727	5	1,916666667	999	999	999	miss
440,866	2	05dp_4098	97	Sie spuckte Gift und Galle	11	440866	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
443,894	2	05dp_4098	98	Sie ist davon verwirrt	44	443894	keine	0	116	22	4	-1,166666667	1,166666667	4,363636364	5,545454546	2,666666667	999	999	999	miss
449,929	2	05dp_4098	99	## ### ## ######### ###### ### #####	77	449929	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
453,963	2	05dp_4098	100	Er hat einen guten Draht zu ihm	33	453963	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
