onset	duration	Experiment - R4CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,631	2	19ag_4146221	1	Sie hat etwas vor	99	1631	keine	0	271	17	4	9	9	9	9	9	9	9	9	miss
4,665	2	19ag_4146221	2	Es hat viel damit zu tun	99	4665	keine	0	273	24	6	9	9	9	9	9	9	9	9	miss
7,699	2	19ag_4146221	3	Sie fŸhlt sich sorglos	66	7699	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
10,737	2	19ag_4146221	4	Sie legt nicht jedes Wort auf die Goldwaage	22	10737	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
13,766	2	19ag_4146221	5	Er fŸhlt sich entspannt und locker	66	13766	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
18,8	2	19ag_4146221	6	Sie verbrachten ein entspanntes Wochenende	66	18800	keine	0	172	42	5	1,916666667	1,916666667	4,909090909	5,636363636	3,333333333	999	999	999	miss
24,84	2	19ag_4146221	7	### ### #### ### ###### ## ####	77	24840	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
28,874	2	19ag_4146221	8	### ####### ##### #######	77	28874	keine	0	234	25	4	9	9	9	9	9	9	9	9	miss
32,903	2	19ag_4146221	9	### ### ## ### ##### ###### #####	77	32903	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
37,932	2	19ag_4146221	10	Sie veranstalten eine Party fŸr ihn	66	37932	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
41,971	2	19ag_4146221	11	Sie schaut ihn liebevoll an	66	41971	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
45,999	2	19ag_4146221	12	Er redete mit Engelszungen	33	45999	keine	0	61	26	4	1,125	1,125	3,625	3,6	4,090909091	3,771969697	4,625	4,75	miss
49,028	2	19ag_4146221	13	Sprach er sehr eindringlich und betšrend?	88	49028	keine	0	901	41	6	9	9	9	9	9	9	9	9	miss
55,068	2	19ag_4146221	14	### ####### #### ###	77	55068	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
61,096	2	19ag_4146221	15	Mir ist es das wert	66	61096	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
64,13	2	19ag_4146221	16	## ##### ### ### ###### ### ######	77	64130	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
67,164	2	19ag_4146221	17	Er verliert seine Arbeit	44	67164	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
71,198	2	19ag_4146221	18	Muss er sich einen neuen Arbeitsplatz suchen?	88	71198	keine	0	902	45	7	9	9	9	9	9	9	9	9	miss
78,232	2	19ag_4146221	19	Sie denkt Ÿber die Vor- und Nachteile nach	55	78232	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
85,271	2	19ag_4146221	20	Er schwimmt im Geld	33	85271	keine	0	62	19	4	1,222222222	1,222222222	3	5,1	3,25	3,557714631	5,888888889	7	miss
91,302	2	19ag_4146221	21	Er dreht das Rad der Zeit zurŸck	22	91302	keine	0	44	32	7	0	0	3,625	4	1,909090909	3,570017449	5,111111111	7	miss
94,336	2	19ag_4146221	22	Er hintergeht sie	44	94336	keine	0	98	17	3	-2,25	2,25	5,272727273	4,636363636	3,166666667	999	999	999	miss
98,37	2	19ag_4146221	23	Es steht noch in den Sternen	22	98370	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
103,399	2	19ag_4146221	24	Er lŠsst sich deswegen keine grauen Haare wachsen	22	103399	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
108,438	2	19ag_4146221	25	Sie lacht aus vollem Hals	33	108438	keine	0	67	25	5	1,555555556	1,555555556	5,25	4,1	4,727272727	4,005689941	4,555555556	6,142857143	miss
111,478	2	19ag_4146221	26	Sie lŠsst die Seele baumeln	33	111478	keine	0	70	27	5	1,666666667	1,666666667	3,625	5,727272727	3,181818182	4,0092095	3,625	7	miss
