onset	duration	Experiment - R6CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,618	2	19ag_4146221	1	Er mag keine Suppe	99	1618	keine	0	272	18	4	9	9	9	9	9	9	9	9	miss
4,652	2	19ag_4146221	2	Sie ist sehr konzentriert	99	4652	keine	0	276	25	4	9	9	9	9	9	9	9	9	miss
7,686	2	19ag_4146221	3	Es ist in aller Munde	22	7686	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
10,72	2	19ag_4146221	4	Sie hŠlt ihre Zunge im Zaum	22	10720	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
17,754	2	19ag_4146221	5	### #### ### ##### ######## ##	77	17754	keine	0	253	30	6	9	9	9	9	9	9	9	9	miss
20,785	2	19ag_4146221	6	### ### #### ### #####	77	20785	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
24,817	2	19ag_4146221	7	Wurde dir soeben ein Satz prŠsentiert?	88	24817	Nein	2265	917	38	6	9	9	9	9	9	9	9	9	correct
30,85	2	19ag_4146221	8	Er spitzte die Ohren	22	30850	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
33,879	2	19ag_4146221	9	Ihm ist Ÿbel geworden	44	33879	keine	0	104	21	4	-1,916666667	1,916666667	4,727272727	4,636363636	4,75	999	999	999	miss
38,912	2	19ag_4146221	10	Er merkt wie sich die Sachen entwickeln	55	38912	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
41,953	2	19ag_4146221	11	## #### ##### ##########	77	41953	keine	0	221	24	4	9	9	9	9	9	9	9	9	miss
44,986	2	19ag_4146221	12	Sie holt sich den Tod	11	44986	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
48,02	2	19ag_4146221	13	## ### ###### ######	77	48020	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
54,054	2	19ag_4146221	14	Er hat es faustdick hinter den Ohren	22	54054	keine	0	40	36	7	-0,111111111	0,111111111	3,428571429	5,454545455	2	3,673057713	2,777777778	7	miss
57,089	2	19ag_4146221	15	Es ist nicht so schwierig	55	57089	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
61,123	2	19ag_4146221	16	Es war ein ganz normaler Tag	55	61123	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
64,15	2	19ag_4146221	17	Sie Šrgert sich Ÿber ihren Vorgesetzten	44	64150	keine	0	109	39	6	-1,75	1,75	5	4	4,416666667	999	999	999	miss
67,185	2	19ag_4146221	18	Sie ist schlechter Stimmung	44	67185	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
