onset	duration	Experiment - R4CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,629	2	03TB__4072	1	Sie hat etwas vor	99	1629	keine	0	271	17	4	9	9	9	9	9	9	9	9	miss
4,663	2	03TB__4072	2	Es hat viel damit zu tun	99	4663	keine	0	273	24	6	9	9	9	9	9	9	9	9	miss
7,696	2	03TB__4072	3	Sie fŸhlt sich sorglos	66	7696	keine	0	158	22	4	1,416666667	1,416666667	4,454545455	4,636363636	2,083333333	999	999	999	miss
10,731	2	03TB__4072	4	Sie legt nicht jedes Wort auf die Goldwaage	22	10731	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
13,764	2	03TB__4072	5	Er fŸhlt sich entspannt und locker	66	13764	keine	0	162	34	6	1,583333333	1,583333333	4,090909091	4,818181818	3,416666667	999	999	999	miss
18,798	2	03TB__4072	6	Sie verbrachten ein entspanntes Wochenende	66	18798	keine	0	172	42	5	1,916666667	1,916666667	4,909090909	5,636363636	3,333333333	999	999	999	miss
24,838	2	03TB__4072	7	### ### #### ### ###### ## ####	77	24838	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
28,872	2	03TB__4072	8	### ####### ##### #######	77	28872	keine	0	234	25	4	9	9	9	9	9	9	9	9	miss
32,901	2	03TB__4072	9	### ### ## ### ##### ###### #####	77	32901	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
37,929	2	03TB__4072	10	Sie veranstalten eine Party fŸr ihn	66	37929	keine	0	159	35	6	1,5	1,5	4,181818182	4,545454546	4,833333333	999	999	999	miss
41,969	2	03TB__4072	11	Sie schaut ihn liebevoll an	66	41969	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
45,998	2	03TB__4072	12	Er redete mit Engelszungen	33	45998	keine	0	61	26	4	1,125	1,125	3,625	3,6	4,090909091	3,771969697	4,625	4,75	miss
49,026	2	03TB__4072	13	Sprach er sehr eindringlich und betšrend?	88	49026	Nein	1548	901	41	6	9	9	9	9	9	9	9	9	incorrect
55,066	2	03TB__4072	14	### ####### #### ###	77	55066	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
61,094	2	03TB__4072	15	Mir ist es das wert	66	61094	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
64,128	2	03TB__4072	16	## ##### ### ### ###### ### ######	77	64128	keine	0	225	34	7	9	9	9	9	9	9	9	9	miss
67,163	2	03TB__4072	17	Er verliert seine Arbeit	44	67163	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
71,196	2	03TB__4072	18	Muss er sich einen neuen Arbeitsplatz suchen?	88	71196	Ja	1287	902	45	7	9	9	9	9	9	9	9	9	correct
78,231	2	03TB__4072	19	Sie denkt Ÿber die Vor- und Nachteile nach	55	78231	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
