onset	duration	Experiment - R3AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,633	2	21as_414812	1	Er bekam sein Fett weg	99	1633	keine	0	275	22	5	9	9	9	9	9	9	9	9	miss
4,668	2	21as_414812	2	Sie ist sehr konzentriert	99	4668	keine	0	276	25	4	9	9	9	9	9	9	9	9	miss
7,701	2	21as_414812	3	Sie wird dafŸr hart bestraft	44	7701	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
12,735	2	21as_414812	4	## ##### ### #####	77	12735	keine	0	198	18	4	9	9	9	9	9	9	9	9	miss
18,775	2	21as_414812	5	Das war eine schwierige Entscheidung	44	18775	keine	0	120	36	5	-0,363636364	0,363636364	5	5,909090909	2,166666667	999	999	999	miss
24,809	2	21as_414812	6	Sie hat einen Geistesblitz	33	24809	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
29,844	2	21as_414812	7	Alles ist in Ordnung	66	29844	keine	0	155	20	4	1,25	1,25	3,727272727	5,454545455	1,916666667	999	999	999	miss
32,883	2	21as_414812	8	Er feuerte ihn	11	32883	keine	0	10	14	3	-2,111111111	2,111111111	4,875	6,636363636	3,555555556	4,003443973	2,75	5,8	miss
35,918	2	21as_414812	9	Er wird den ganzen Tag in der Schule geŠrgert	44	35918	keine	0	92	45	9	-2,583333333	2,583333333	4,818181818	3,727272727	3,916666667	999	999	999	miss
38,951	2	21as_414812	10	Er lŠsst kein gutes Haar daran	11	38951	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
41,985	2	21as_414812	11	Ist seine Kritik negativ?	88	41985	Ja	2666	909	25	4	9	9	9	9	9	9	9	9	correct
48,024	2	21as_414812	12	Er fŸhlt sich nicht wohl	44	48024	keine	0	107	24	5	-1,833333333	1,833333333	4,727272727	5,181818182	2,75	999	999	999	miss
51,054	2	21as_414812	13	## ### #### ###### ### ### ### ####### ########	77	51054	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
58,087	2	21as_414812	14	Sie verbrachten ein entspanntes Wochenende	66	58087	keine	0	172	42	5	1,916666667	1,916666667	4,909090909	5,636363636	3,333333333	999	999	999	miss
63,116	2	21as_414812	15	Er ist auf seinen Sohn sehr stolz	66	63116	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
67,156	2	21as_414812	16	Sie versteht was er meint	55	67156	keine	0	149	25	5	0,666666667	0,666666667	3,454545455	5,545454546	3,25	999	999	999	miss
73,185	2	21as_414812	17	Er hat seine Gelegenheit leider verpasst	44	73185	keine	0	114	40	6	-1,416666667	1,416666667	4,727272727	3,545454546	2,416666667	999	999	999	miss
76,218	2	21as_414812	18	Er ist ein Waschlappen	11	76218	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
79,252	2	21as_414812	19	Sie wŠgt ihre Worte ab	22	79252	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
84,287	2	21as_414812	20	### ####### #### ### ######	77	84287	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
91,326	2	21as_414812	21	### ##### ##### ### ### ## ######	77	91326	keine	0	219	33	7	9	9	9	9	9	9	9	9	miss
94,356	2	21as_414812	22	Er ist total zufrieden mit sich	66	94356	keine	0	179	31	6	2,583333333	2,583333333	5,545454546	4,818181818	2,833333333	999	999	999	miss
98,39	2	21as_414812	23	Er dreht das Rad der Zeit zurŸck	22	98390	keine	0	44	32	7	0	0	3,625	4	1,909090909	3,570017449	5,111111111	7	miss
101,418	2	21as_414812	24	Sie lŠsst die Seele baumeln	33	101418	keine	0	70	27	5	1,666666667	1,666666667	3,625	5,727272727	3,181818182	4,0092095	3,625	7	miss
104,452	2	21as_414812	25	Er kontrolliert gerade den Ablauf	55	104452	keine	0	123	33	5	-0,25	0,25	3,5	4,090909091	3,090909091	999	999	999	miss
108,485	2	21as_414812	26	## ### ##### ######## ##### #########	77	108485	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
112,514	2	21as_414812	27	### ### #### ##### ####	77	112514	keine	0	196	23	5	9	9	9	9	9	9	9	9	miss
120,543	2	21as_414812	28	Sie verpasste ihm einen Denkzettel	11	120543	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
123,583	2	21as_414812	29	Sie bekommt einen Auftrag	55	123583	keine	0	140	25	4	0,25	0,25	4	4,363636364	3,5	999	999	999	miss
127,617	2	21as_414812	30	### ####### #### ######## ## ###	77	127617	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
130,645	2	21as_414812	31	Es steht noch in den Sternen	22	130645	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
136,68	2	21as_414812	32	Er lŠsst sich deswegen keine grauen Haare wachsen	22	136680	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
140,713	2	21as_414812	33	####### ### ###### ######### ##### ####	77	140713	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
144,742	2	21as_414812	34	Er ist dumm wie Brot	11	144742	keine	0	3	20	5	-2,222222222	2,222222222	4,25	6,1	1,818181818	3,81565291	4,222222222	7	miss
150,77	2	21as_414812	35	Ist er ein schlauer Typ?	88	150770	Nein	2173	910	24	4	9	9	9	9	9	9	9	9	correct
160,811	2	21as_414812	36	Sie fŸhlt sich gesund und aktiv	66	160811	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
163,85	2	21as_414812	37	Er verliert seine Arbeit	44	163850	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
166,885	2	21as_414812	38	Sie ist in der BlŸte ihrer Jahre	33	166885	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
169,919	2	21as_414812	39	Es geht um tŠgliche Aufgaben	55	169919	keine	0	129	28	5	0	0	2,818181818	4,545454546	2,333333333	999	999	999	miss
175,953	2	21as_414812	40	Sie Šrgert sich Ÿber ihren Vorgesetzten	44	175953	keine	0	109	39	6	-1,75	1,75	5	4	4,416666667	999	999	999	miss
179,986	2	21as_414812	41	Sie ist sehr unaufrichtig	44	179986	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
183,016	2	21as_414812	42	Sie ist nur noch Haut und Knochen	11	183016	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
186,049	2	21as_414812	43	#### ##### #### #####	77	186049	keine	0	184	21	4	9	9	9	9	9	9	9	9	miss
190,083	2	21as_414812	44	Sie genie§t ihre Freizeit	66	190083	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
196,112	2	21as_414812	45	## #### ##### ##########	77	196112	keine	0	221	24	4	9	9	9	9	9	9	9	9	miss
199,146	2	21as_414812	46	### ### ##### #########	77	199146	keine	0	227	23	4	9	9	9	9	9	9	9	9	miss
203,18	2	21as_414812	47	## ### ####### #######	77	203180	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
207,209	2	21as_414812	48	### ### #### ### ###### ## ####	77	207209	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
210,237	2	21as_414812	49	Er schwebt auf Wolke sieben	33	210237	keine	0	90	27	5	2,777777778	2,777777778	5	5,2	2,636363636	3,963158968	4,25	7	miss
218,271	2	21as_414812	50	Er ist bis Ÿber beide Ohren verliebt	33	218271	keine	0	88	36	7	2,555555556	2,555555556	5,5	6	2,727272727	4,021927447	4,125	7	miss
222,311	2	21as_414812	51	Sie macht einen Vorschlag	55	222311	keine	0	122	25	4	-0,25	0,25	3,090909091	5,181818182	3,909090909	999	999	999	miss
