onset	duration	Experiment - R2AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,63	2	24AD_lo34194	1	Es hat viel damit zu tun	99	1630	keine	0	273	24	6	9	9	9	9	9	9	9	9	miss
4,664	2	24AD_lo34194	2	Es st_rt keinen gro¤en Geist	99	4664	keine	0	274	28	5	9	9	9	9	9	9	9	9	miss
7,697	2	24AD_lo34194	3	Er hat im Lotto gewonnen	66	7697	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
12,732	2	24AD_lo34194	4	Hat er die richtigen Zahlen gew_hlt?	88	12732	Ja	2366	917	36	6	9	9	9	9	9	9	9	9	correct
20,777	2	24AD_lo34194	5	Es war ein ganz normaler Tag	55	20777	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
26,811	2	24AD_lo34194	6	#### ##### ##### ##### ####	77	26811	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
31,845	2	24AD_lo34194	7	Sie verwirklicht nun ihren Wunsch	66	31845	keine	0	178	33	5	2,166666667	2,166666667	5,363636364	4	2,333333333	999	999	999	miss
34,885	2	24AD_lo34194	8	Er folgt der Stimme seines Herzens	33	34885	keine	0	81	34	6	2	2	4,142857143	5,2	2,818181818	3,821729672	5,111111111	7	miss
37,919	2	24AD_lo34194	9	Er bringt sie zur Wei¤glut	11	37919	keine	0	16	26	5	-1,888888889	1,888888889	5,75	5,8	2,666666667	3,780924393	3,571428571	7	miss
40,953	2	24AD_lo34194	10	Er ist eine falsche Schlange	11	40953	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
43,988	2	24AD_lo34194	11	##### ##### #### ###### ##### ######## ###### ####	77	43988	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
48,02	2	24AD_lo34194	12	Er erinnert sich an die letzte Woche	55	48020	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
51,049	2	24AD_lo34194	13	Sie ist ihr ein Dorn im Auge	11	51049	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
58,082	2	24AD_lo34194	14	Er ist Ùberheblich	44	58082	keine	0	102	18	3	-2	2	4,909090909	4,818181818	2,5	999	999	999	miss
63,112	2	24AD_lo34194	15	Das war eine sch_ne Erinnerung	66	63112	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
67,152	2	24AD_lo34194	16	### ###### ### ##### ###	77	67152	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
73,181	2	24AD_lo34194	17	Er leidet sehr unter der Kritik seines Chefs	44	73181	keine	0	100	44	8	-2,083333333	2,083333333	5,727272727	3,636363636	3,833333333	999	999	999	miss
76,215	2	24AD_lo34194	18	Hat ihn seine Arbeitskollegin kritisiert?	88	76215	Nein	2243	918	41	5	9	9	9	9	9	9	9	9	correct
81,254	2	24AD_lo34194	19	Sie ist z_h wie Leder	22	81254	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
86,288	2	24AD_lo34194	20	Sie tr_gt das Herz auf der Zunge	22	86288	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
93,328	2	24AD_lo34194	21	#### ## ### ##### ######	77	93328	keine	0	232	24	5	9	9	9	9	9	9	9	9	miss
96,355	2	24AD_lo34194	22	### #### #### ### ######	77	96355	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
100,391	2	24AD_lo34194	23	Er tr_umt in den Tag hinein	22	100391	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
103,42	2	24AD_lo34194	24	Er hat Schmetterlinge im Bauch	33	103420	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
106,453	2	24AD_lo34194	25	Sie hat lange darunter gelitten	44	106453	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
110,487	2	24AD_lo34194	26	Mir ist es das wert	66	110487	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
114,516	2	24AD_lo34194	27	Er spaziert durch die Sonne	66	114516	keine	0	153	27	5	1,166666667	1,166666667	3,909090909	4,727272727	5,333333333	999	999	999	miss
122,544	2	24AD_lo34194	28	Er hat einen an der Birne	11	122544	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
125,585	2	24AD_lo34194	29	### ##### ### #### #######	77	125585	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
129,619	2	24AD_lo34194	30	Es passt wie die Faust aufs Auge	33	129619	keine	0	68	32	7	1,666666667	1,666666667	3	5,9	2,9	3,753424585	4	7	miss
132,647	2	24AD_lo34194	31	### #### #### #### ###### ######	77	132647	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
138,681	2	24AD_lo34194	32	Sie hat einen Schnupfen	44	138681	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
142,715	2	24AD_lo34194	33	L_uft ihre Nase?	88	142715	Ja	1875	919	16	3	9	9	9	9	9	9	9	9	correct
148,75	2	24AD_lo34194	34	## #### #### ##### ### ### #####	77	148750	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
154,778	2	24AD_lo34194	35	#### ###### #########	77	154778	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
162,813	2	24AD_lo34194	36	### ####### ###### ########### ##	77	162813	keine	0	269	33	5	9	9	9	9	9	9	9	9	miss
165,853	2	24AD_lo34194	37	Sie wird herzlich begrÙ¤t	66	165853	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
168,887	2	24AD_lo34194	38	War der Empfang unfreundlich?	88	168887	Nein	1578	920	29	4	9	9	9	9	9	9	9	9	correct
173,926	2	24AD_lo34194	39	Sie sieht alles schwarz	11	173926	keine	0	2	23	4	-2,222222222	2,222222222	3,875	5,454545455	3,727272727	4,079161024	4,888888889	6,7	miss
179,96	2	24AD_lo34194	40	Sie machte ihn zur Sau	11	179960	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
183,995	2	24AD_lo34194	41	### ######### #### ########### ### ### ######	77	183995	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
187,023	2	24AD_lo34194	42	Wurden dir soeben kleine Kreise gezeigt?	88	187023	Nein	2641	921	40	6	9	9	9	9	9	9	9	9	correct
192,063	2	24AD_lo34194	43	Er schÙttet ihr sein Herz aus	22	192063	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
196,097	2	24AD_lo34194	44	Offenbart er ihr seine GefÙhle?	88	196097	Ja	1798	922	31	5	9	9	9	9	9	9	9	9	correct
204,131	2	24AD_lo34194	45	Er schreibt seine Gedanken auf	55	204131	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
207,165	2	24AD_lo34194	46	#### ###### ####### #####	77	207165	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
211,199	2	24AD_lo34194	47	Sie lernte es mÙhelos	66	211199	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
215,228	2	24AD_lo34194	48	Er ist krank geworden	44	215228	keine	0	93	21	4	-2,583333333	2,583333333	4,272727273	4,909090909	4,166666667	999	999	999	miss
218,256	2	24AD_lo34194	49	Sie plant eine Zugfahrt	55	218256	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
226,291	2	24AD_lo34194	50	Sie bespricht die Angelegenheit mit ihren Kollegen	55	226291	keine	0	126	50	7	0	0	3,181818182	5,181818182	5,363636364	999	999	999	miss
230,33	2	24AD_lo34194	51	### ##### #### ##### ####	77	230330	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
234,359	2	24AD_lo34194	52	Sie schaut ihn liebevoll an	66	234359	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
242,387	2	24AD_lo34194	53	## ###### ###############	77	242387	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
245,428	2	24AD_lo34194	54	Sie ist stur wie ein Bock	11	245428	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
252,462	2	24AD_lo34194	55	Sie ist schlechter Stimmung	44	252462	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
255,491	2	24AD_lo34194	56	Er bereitet sich darauf vor	55	255491	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
259,525	2	24AD_lo34194	57	Sie hat Geld ohne Ende	33	259525	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
