onset	duration	Experiment - R3AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,632	2	24AD_lo34194	1	Er bekam sein Fett weg	99	1632	keine	0	275	22	5	9	9	9	9	9	9	9	9	miss
4,665	2	24AD_lo34194	2	Sie ist sehr konzentriert	99	4665	keine	0	276	25	4	9	9	9	9	9	9	9	9	miss
7,7	2	24AD_lo34194	3	Sie wird dafür hart bestraft	44	7700	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
12,733	2	24AD_lo34194	4	## ##### ### #####	77	12733	keine	0	198	18	4	9	9	9	9	9	9	9	9	miss
18,773	2	24AD_lo34194	5	Das war eine schwierige Entscheidung	44	18773	keine	0	120	36	5	-0,363636364	0,363636364	5	5,909090909	2,166666667	999	999	999	miss
24,807	2	24AD_lo34194	6	Sie hat einen Geistesblitz	33	24807	keine	0	74	26	4	1,777777778	1,777777778	3,875	5,7	3,454545455	3,908511154	3,875	6,8	miss
29,842	2	24AD_lo34194	7	Alles ist in Ordnung	66	29842	keine	0	155	20	4	1,25	1,25	3,727272727	5,454545455	1,916666667	999	999	999	miss
32,881	2	24AD_lo34194	8	Er feuerte ihn	11	32881	keine	0	10	14	3	-2,111111111	2,111111111	4,875	6,636363636	3,555555556	4,003443973	2,75	5,8	miss
35,916	2	24AD_lo34194	9	Er wird den ganzen Tag in der Schule geärgert	44	35916	keine	0	92	45	9	-2,583333333	2,583333333	4,818181818	3,727272727	3,916666667	999	999	999	miss
38,949	2	24AD_lo34194	10	Er lässt kein gutes Haar daran	11	38949	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
41,983	2	24AD_lo34194	11	Ist seine Kritik negativ?	88	41983	Ja	1987	909	25	4	9	9	9	9	9	9	9	9	correct
48,022	2	24AD_lo34194	12	Er fühlt sich nicht wohl	44	48022	keine	0	107	24	5	-1,833333333	1,833333333	4,727272727	5,181818182	2,75	999	999	999	miss
51,052	2	24AD_lo34194	13	## ### #### ###### ### ### ### ####### ########	77	51052	keine	0	216	47	9	9	9	9	9	9	9	9	9	miss
58,084	2	24AD_lo34194	14	Sie verbrachten ein entspanntes Wochenende	66	58084	keine	0	172	42	5	1,916666667	1,916666667	4,909090909	5,636363636	3,333333333	999	999	999	miss
63,114	2	24AD_lo34194	15	Er ist auf seinen Sohn sehr stolz	66	63114	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
67,154	2	24AD_lo34194	16	Sie versteht was er meint	55	67154	keine	0	149	25	5	0,666666667	0,666666667	3,454545455	5,545454546	3,25	999	999	999	miss
73,183	2	24AD_lo34194	17	Er hat seine Gelegenheit leider verpasst	44	73183	keine	0	114	40	6	-1,416666667	1,416666667	4,727272727	3,545454546	2,416666667	999	999	999	miss
76,216	2	24AD_lo34194	18	Er ist ein Waschlappen	11	76216	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
79,249	2	24AD_lo34194	19	Sie wägt ihre Worte ab	22	79249	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
84,284	2	24AD_lo34194	20	### ####### #### ### ######	77	84284	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
91,324	2	24AD_lo34194	21	### ##### ##### ### ### ## ######	77	91324	keine	0	219	33	7	9	9	9	9	9	9	9	9	miss
94,353	2	24AD_lo34194	22	Er ist total zufrieden mit sich	66	94353	keine	0	179	31	6	2,583333333	2,583333333	5,545454546	4,818181818	2,833333333	999	999	999	miss
98,387	2	24AD_lo34194	23	Er dreht das Rad der Zeit zurück	22	98387	keine	0	44	32	7	0	0	3,625	4	1,909090909	3,570017449	5,111111111	7	miss
101,416	2	24AD_lo34194	24	Sie lässt die Seele baumeln	33	101416	keine	0	70	27	5	1,666666667	1,666666667	3,625	5,727272727	3,181818182	4,0092095	3,625	7	miss
104,449	2	24AD_lo34194	25	Er kontrolliert gerade den Ablauf	55	104449	keine	0	123	33	5	-0,25	0,25	3,5	4,090909091	3,090909091	999	999	999	miss
108,483	2	24AD_lo34194	26	## ### ##### ######## ##### #########	77	108483	keine	0	246	37	6	9	9	9	9	9	9	9	9	miss
112,512	2	24AD_lo34194	27	### ### #### ##### ####	77	112512	keine	0	196	23	5	9	9	9	9	9	9	9	9	miss
120,54	2	24AD_lo34194	28	Sie verpasste ihm einen Denkzettel	11	120540	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
123,581	2	24AD_lo34194	29	Sie bekommt einen Auftrag	55	123581	keine	0	140	25	4	0,25	0,25	4	4,363636364	3,5	999	999	999	miss
127,615	2	24AD_lo34194	30	### ####### #### ######## ## ###	77	127615	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
130,643	2	24AD_lo34194	31	Es steht noch in den Sternen	22	130643	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
136,677	2	24AD_lo34194	32	Er lässt sich deswegen keine grauen Haare wachsen	22	136677	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
140,711	2	24AD_lo34194	33	####### ### ###### ######### ##### ####	77	140711	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
144,739	2	24AD_lo34194	34	Er ist dumm wie Brot	11	144739	keine	0	3	20	5	-2,222222222	2,222222222	4,25	6,1	1,818181818	3,81565291	4,222222222	7	miss
150,768	2	24AD_lo34194	35	Ist er ein schlauer Typ?	88	150768	Nein	1439	910	24	4	9	9	9	9	9	9	9	9	correct
160,808	2	24AD_lo34194	36	Sie fühlt sich gesund und aktiv	66	160808	keine	0	170	31	6	1,916666667	1,916666667	4,818181818	4,363636364	4,416666667	999	999	999	miss
163,848	2	24AD_lo34194	37	Er verliert seine Arbeit	44	163848	keine	0	97	24	4	-2,333333333	2,333333333	5,454545455	4,272727273	3,416666667	999	999	999	miss
166,882	2	24AD_lo34194	38	Sie ist in der Blüte ihrer Jahre	33	166882	keine	0	69	32	7	1,666666667	1,666666667	3,5	4,7	2,545454546	3,864187118	5,444444444	6,625	miss
169,916	2	24AD_lo34194	39	Es geht um tägliche Aufgaben	55	169916	keine	0	129	28	5	0	0	2,818181818	4,545454546	2,333333333	999	999	999	miss
175,95	2	24AD_lo34194	40	Sie ärgert sich über ihren Vorgesetzten	44	175950	keine	0	109	39	6	-1,75	1,75	5	4	4,416666667	999	999	999	miss
179,984	2	24AD_lo34194	41	Sie ist sehr unaufrichtig	44	179984	keine	0	105	25	4	-1,916666667	1,916666667	4,909090909	2,909090909	2,5	999	999	999	miss
183,013	2	24AD_lo34194	42	Sie ist nur noch Haut und Knochen	11	183013	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
186,047	2	24AD_lo34194	43	#### ##### #### #####	77	186047	keine	0	184	21	4	9	9	9	9	9	9	9	9	miss
190,081	2	24AD_lo34194	44	Sie genießt ihre Freizeit	66	190081	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
196,109	2	24AD_lo34194	45	## #### ##### ##########	77	196109	keine	0	221	24	4	9	9	9	9	9	9	9	9	miss
199,144	2	24AD_lo34194	46	### ### ##### #########	77	199144	keine	0	227	23	4	9	9	9	9	9	9	9	9	miss
203,177	2	24AD_lo34194	47	## ### ####### #######	77	203177	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
207,206	2	24AD_lo34194	48	### ### #### ### ###### ## ####	77	207206	keine	0	199	31	7	9	9	9	9	9	9	9	9	miss
210,234	2	24AD_lo34194	49	Er schwebt auf Wolke sieben	33	210234	keine	0	90	27	5	2,777777778	2,777777778	5	5,2	2,636363636	3,963158968	4,25	7	miss
218,268	2	24AD_lo34194	50	Er ist bis über beide Ohren verliebt	33	218268	keine	0	88	36	7	2,555555556	2,555555556	5,5	6	2,727272727	4,021927447	4,125	7	miss
222,309	2	24AD_lo34194	51	Sie macht einen Vorschlag	55	222309	keine	0	122	25	4	-0,25	0,25	3,090909091	5,181818182	3,909090909	999	999	999	miss
226,337	2	24AD_lo34194	52	Sie schaffen das ganz gut	66	226337	keine	0	151	25	5	1,083333333	1,083333333	4,363636364	5,454545455	2,333333333	999	999	999	miss
