onset	duration	Experiment - R5CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,634	2	15kk_4140	1	Es stšrt keinen gro§en Geist	99	1634	keine	0	274	28	5	9	9	9	9	9	9	9	9	miss
4,668	2	15kk_4140	2	Er bekam sein Fett weg	99	4668	keine	0	275	22	5	9	9	9	9	9	9	9	9	miss
7,702	2	15kk_4140	3	Wurde er kritisiert?	88	7702	Ja	1328	909	20	3	9	9	9	9	9	9	9	9	correct
13,742	2	15kk_4140	4	Er hat Schmetterlinge im Bauch	33	13742	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
16,77	2	15kk_4140	5	### ### ########## ##########	77	16770	keine	0	257	29	4	9	9	9	9	9	9	9	9	miss
22,804	2	15kk_4140	6	Er grinst Ÿber beide Ohren	33	22804	keine	0	85	26	5	2,142857143	2,142857143	5	5,333333333	4,818181818	5,050505051	6,222222222	7	miss
26,838	2	15kk_4140	7	Ist er sehr froh?	88	26838	Ja	1013	910	17	4	9	9	9	9	9	9	9	9	correct
33,873	2	15kk_4140	8	Es geht um tŠgliche Aufgaben	55	33873	keine	0	129	28	5	0	0	2,818181818	4,545454546	2,333333333	999	999	999	miss
36,913	2	15kk_4140	9	Er geht kaum noch aus dem Haus	44	36913	keine	0	118	30	7	-1	1	4,090909091	5,181818182	4,583333333	999	999	999	miss
39,946	2	15kk_4140	10	Verbringt er viel Zeit in der Natur?	88	39946	Nein	1483	911	36	7	9	9	9	9	9	9	9	9	correct
45,987	2	15kk_4140	11	Sie hat die Weisheit mit Lšffeln gefressen	22	45987	keine	0	36	42	7	-0,222222222	0,222222222	3,5	5,2	3,090909091	3,947541587	4,625	7	miss
49,015	2	15kk_4140	12	Sie schaffen das ganz gut	66	49015	keine	0	151	25	5	1,083333333	1,083333333	4,363636364	5,454545455	2,333333333	999	999	999	miss
56,049	2	15kk_4140	13	## ###### ###############	77	56049	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
60,078	2	15kk_4140	14	Er leidet sehr unter die Kritik seines Chefs	44	60078	keine	0	100	44	8	-2,083333333	2,083333333	5,727272727	3,636363636	3,833333333	999	999	999	miss
65,106	2	15kk_4140	15	#### ##### ##### ##### ####	77	65106	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
71,145	2	15kk_4140	16	Sie ist nur noch Haut und Knochen	11	71145	keine	0	12	33	7	-2	2	3,625	5,545454546	4	4,077898397	5,666666667	7	miss
75,181	2	15kk_4140	17	### ####### #### ### ######	77	75181	keine	0	211	27	5	9	9	9	9	9	9	9	9	miss
78,209	2	15kk_4140	18	####### ### ###### ######### ##### ####	77	78209	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
81,243	2	15kk_4140	19	Sie wird dafŸr hart bestraft	44	81243	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
89,277	2	15kk_4140	20	### ### #### ##### ####	77	89277	keine	0	196	23	5	9	9	9	9	9	9	9	9	miss
97,317	2	15kk_4140	21	## ### ####### #######	77	97317	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
100,357	2	15kk_4140	22	Er ist bekannt wie ein bunter Hund	22	100357	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
103,391	2	15kk_4140	23	Es wurde heute aufgerŠumt	55	103391	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
106,425	2	15kk_4140	24	## ### ######### #####	77	106425	keine	0	204	22	4	9	9	9	9	9	9	9	9	miss
110,459	2	15kk_4140	25	Sie hat Geld ohne Ende	33	110459	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
117,487	2	15kk_4140	26	### ####### #### ######## ## ###	77	117487	keine	0	266	32	6	9	9	9	9	9	9	9	9	miss
120,516	2	15kk_4140	27	Sie hat einen Schnupfen	44	120516	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
123,55	2	15kk_4140	28	Sie ist unfŠhig	44	123550	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
126,584	2	15kk_4140	29	Er schreibt seine Gedanken auf	55	126584	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
129,618	2	15kk_4140	30	Er spaziert durch die Sonne	66	129618	keine	0	153	27	5	1,166666667	1,166666667	3,909090909	4,727272727	5,333333333	999	999	999	miss
136,652	2	15kk_4140	31	Er wird freundlich aufgenommen	66	136652	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
140,681	2	15kk_4140	32	Alles lŠuft wie immer	55	140681	keine	0	138	21	4	0,166666667	0,166666667	3,4	5	1,75	999	999	999	miss
145,709	2	15kk_4140	33	Er plaudert aus dem NŠhkŠstchen	22	145709	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
149,749	2	15kk_4140	34	Plaudert er Geheimnisse aus?	88	149749	Ja	2036	912	28	4	9	9	9	9	9	9	9	9	correct
155,784	2	15kk_4140	35	### #### #### #########	77	155784	keine	0	181	23	4	9	9	9	9	9	9	9	9	miss
158,812	2	15kk_4140	36	#### ##### #### #####	77	158812	keine	0	184	21	4	9	9	9	9	9	9	9	9	miss
163,846	2	15kk_4140	37	Er denkt jetzt daran	55	163846	keine	0	127	20	4	0	0	2,9	5,3	2,333333333	999	999	999	miss
166,886	2	15kk_4140	38	#### ###### #########	77	166886	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
170,921	2	15kk_4140	39	Sie macht sich Sorgen um ihre Zukunft	44	170921	keine	0	101	37	7	-2,083333333	2,083333333	5,454545455	5,363636364	2,75	999	999	999	miss
177,948	2	15kk_4140	40	Er ist bis Ÿber beide Ohren verliebt	33	177948	keine	0	88	36	7	2,555555556	2,555555556	5,5	6	2,727272727	4,021927447	4,125	7	miss
182,977	2	15kk_4140	41	Es hat nichts damit zu tun	55	182977	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
189,017	2	15kk_4140	42	##### ##### ## ####### #### ########## ### ########	77	189017	keine	0	230	51	8	9	9	9	9	9	9	9	9	miss
195,051	2	15kk_4140	43	Sie ist davon verwirrt	44	195051	keine	0	116	22	4	-1,166666667	1,166666667	4,363636364	5,545454546	2,666666667	999	999	999	miss
