onset	duration	Experiment - R6CVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,634	2	15kk_4140	1	Er mag keine Suppe	99	1634	keine	0	272	18	4	9	9	9	9	9	9	9	9	miss
4,668	2	15kk_4140	2	Sie ist sehr konzentriert	99	4668	keine	0	276	25	4	9	9	9	9	9	9	9	9	miss
7,702	2	15kk_4140	3	Es ist in aller Munde	22	7702	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
10,736	2	15kk_4140	4	Sie hŠlt ihre Zunge im Zaum	22	10736	keine	0	48	27	6	0,111111111	0,111111111	2,75	4,7	3,454545455	3,802867848	5,125	6,25	miss
17,77	2	15kk_4140	5	### #### ### ##### ######## ##	77	17770	keine	0	253	30	6	9	9	9	9	9	9	9	9	miss
20,799	2	15kk_4140	6	### ### #### ### #####	77	20799	keine	0	214	22	5	9	9	9	9	9	9	9	9	miss
24,833	2	15kk_4140	7	Wurde dir soeben ein Satz prŠsentiert?	88	24833	Nein	2044	917	38	6	9	9	9	9	9	9	9	9	correct
30,866	2	15kk_4140	8	Er spitzte die Ohren	22	30866	keine	0	59	20	4	0,444444444	0,444444444	3,625	5,5	5,181818182	4,096573349	4	7	miss
33,896	2	15kk_4140	9	Ihm ist Ÿbel geworden	44	33896	keine	0	104	21	4	-1,916666667	1,916666667	4,727272727	4,636363636	4,75	999	999	999	miss
38,929	2	15kk_4140	10	Er merkt wie sich die Sachen entwickeln	55	38929	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
41,969	2	15kk_4140	11	## #### ##### ##########	77	41969	keine	0	221	24	4	9	9	9	9	9	9	9	9	miss
45,002	2	15kk_4140	12	Sie holt sich den Tod	11	45002	keine	0	11	21	5	-2,111111111	2,111111111	4	5,545454546	2,545454546	3,908683056	5,142857143	7	miss
48,037	2	15kk_4140	13	## ### ###### ######	77	48037	keine	0	208	20	4	9	9	9	9	9	9	9	9	miss
54,071	2	15kk_4140	14	Er hat es faustdick hinter den Ohren	22	54071	keine	0	40	36	7	-0,111111111	0,111111111	3,428571429	5,454545455	2	3,673057713	2,777777778	7	miss
57,105	2	15kk_4140	15	Es ist nicht so schwierig	55	57105	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
61,139	2	15kk_4140	16	Es war ein ganz normaler Tag	55	61139	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
64,167	2	15kk_4140	17	Sie Šrgert sich Ÿber ihren Vorgesetzten	44	64167	keine	0	109	39	6	-1,75	1,75	5	4	4,416666667	999	999	999	miss
67,201	2	15kk_4140	18	Sie ist schlechter Stimmung	44	67201	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
70,236	2	15kk_4140	19	Er folgt der Stimme seines Herzens	33	70236	keine	0	81	34	6	2	2	4,142857143	5,2	2,818181818	3,821729672	5,111111111	7	miss
76,269	2	15kk_4140	20	Er ist daran verzweifelt	44	76269	keine	0	91	24	4	-2,666666667	2,666666667	5,545454546	5,636363636	1,916666667	999	999	999	miss
83,304	2	15kk_4140	21	Sie reagierte enthusiastisch auf den Vorschlag	66	83304	keine	0	160	46	6	1,5	1,5	5,545454546	3,818181818	3,916666667	999	999	999	miss
90,333	2	15kk_4140	22	Sie lag erschšpft im Bett	44	90333	keine	0	119	25	5	-0,833333333	0,833333333	4,636363636	5,454545455	5	999	999	999	miss
94,361	2	15kk_4140	23	Er prŸgelte ihm die Seele aus dem Leib	11	94361	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
97,39	2	15kk_4140	24	## ### ### ### ### ### ####### ##	77	97390	keine	0	217	33	8	9	9	9	9	9	9	9	9	miss
100,425	2	15kk_4140	25	Hast du soeben viele Rautezeichen gesehen?	88	100425	Ja	1438	918	42	6	9	9	9	9	9	9	9	9	correct
107,464	2	15kk_4140	26	Er ist ein anstrengender Mensch	44	107464	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
110,504	2	15kk_4140	27	### ##### ##### ### ### ## ######	77	110504	keine	0	219	33	7	9	9	9	9	9	9	9	9	miss
116,537	2	15kk_4140	28	Er ist Feuer und Flamme	33	116537	keine	0	82	23	5	2,111111111	2,111111111	4,285714286	5,7	3,272727273	3,844404201	3,125	7	miss
123,572	2	15kk_4140	29	Er gewinnt neues Selbstvertrauen	66	123572	keine	0	169	32	4	1,833333333	1,833333333	5,272727273	4,363636364	2,583333333	999	999	999	miss
128,601	2	15kk_4140	30	Er ist Ÿber alle Berge	22	128601	keine	0	32	22	5	-0,222222222	0,222222222	3,25	5,636363636	2,272727273	3,915657047	3,875	7	miss
132,641	2	15kk_4140	31	Sie wird herzlich begrŸ§t	66	132641	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
135,669	2	15kk_4140	32	## ####### ##### #####	77	135669	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
138,703	2	15kk_4140	33	### #### #### ### ######	77	138703	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
141,737	2	15kk_4140	34	Sie ist ŸberglŸcklich deswegen	66	141737	keine	0	180	30	4	2,666666667	2,666666667	6,454545455	4,818181818	2,416666667	999	999	999	miss
144,771	2	15kk_4140	35	#### ### ##### #### ####	77	144771	keine	0	231	24	5	9	9	9	9	9	9	9	9	miss
147,805	2	15kk_4140	36	Sie genie§t ihre Freizeit	66	147805	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
150,838	2	15kk_4140	37	Er platzt vor Neid	11	150838	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
153,872	2	15kk_4140	38	### ##### #### ##### ####	77	153872	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
156,906	2	15kk_4140	39	### ### ##### ### #### #####	77	156906	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
161,94	2	15kk_4140	40	Er lŠsst kein gutes Haar daran	11	161940	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
169,979	2	15kk_4140	41	†bt er viel Kritik daran?	88	169979	Ja	2071	919	25	5	9	9	9	9	9	9	9	9	correct
176,026	2	15kk_4140	42	Sie machen heute ein Picknick am Strand	66	176026	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
183,055	2	15kk_4140	43	### ######### #### ########### ### ### ######	77	183055	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
186,083	2	15kk_4140	44	Es wŠchst ihr ans Herz	33	186083	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
190,118	2	15kk_4140	45	##### ##### ##### ##### #### ####	77	190118	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
198,146	2	15kk_4140	46	Hast du soeben mehrere Dreiecke gesehen?	88	198146	Nein	1802	920	40	6	9	9	9	9	9	9	9	9	correct
203,191	2	15kk_4140	47	Es ist eine Augenweide	33	203191	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
208,226	2	15kk_4140	48	Er bereitet sich darauf vor	55	208226	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
211,266	2	15kk_4140	49	Sie ist zŠh wie Leder	22	211266	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
216,3	2	15kk_4140	50	Ist sie sehr zart?	88	216300	Nein	2032	921	18	4	9	9	9	9	9	9	9	9	correct
225,343	2	15kk_4140	51	## ##### #### ####	77	225343	keine	0	236	18	4	9	9	9	9	9	9	9	9	miss
228,375	2	15kk_4140	52	### ##### ### ##### ####	77	228375	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
231,408	2	15kk_4140	53	Es ist gehŸpft wie gesprungen	22	231408	keine	0	42	29	5	0	0	2,625	5,111111111	2,111111111	3,451564843	4,5	5	miss
237,443	2	15kk_4140	54	### ##### #### ##### ##### ## #####	77	237443	keine	0	210	35	7	9	9	9	9	9	9	9	9	miss
240,477	2	15kk_4140	55	## ### ## ######### ###### ### #####	77	240477	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
245,51	2	15kk_4140	56	Er hat im Lotto gewonnen	66	245510	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
250,551	2	15kk_4140	57	Es hat sich nichts bei ihr verŠndert	55	250551	keine	0	121	36	7	-0,272727273	0,272727273	2,9	4,545454546	1,75	999	999	999	miss
255,59	2	15kk_4140	58	Er freundet sich mit ihm an	66	255590	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
259,63	2	15kk_4140	59	Sie bricht ihm das Herz	11	259630	keine	0	7	23	5	-2,222222222	2,222222222	5,5	6,3	2,909090909	4,041178878	5	7	miss
264,657	2	15kk_4140	60	Macht sie ihn traurig?	88	264657	Ja	1522	922	22	4	9	9	9	9	9	9	9	9	correct
273,704	2	15kk_4140	61	## ##### ### ##### ### #######	77	273704	keine	0	223	30	6	9	9	9	9	9	9	9	9	miss
279,733	2	15kk_4140	62	Sie macht einen Vorschlag	55	279733	keine	0	122	25	4	-0,25	0,25	3,090909091	5,181818182	3,909090909	999	999	999	miss
285,768	2	15kk_4140	63	Er ist auf seinen Sohn sehr stolz	66	285768	keine	0	163	33	7	1,666666667	1,666666667	5,545454546	3,727272727	3,416666667	999	999	999	miss
288,801	2	15kk_4140	64	Er ist ein Waschlappen	11	288801	keine	0	21	22	4	-1,888888889	1,888888889	3,625	4,545454546	2,3	3,782453788	2,444444444	5,8	miss
292,836	2	15kk_4140	65	Sie ist ihr ein Dorn im Auge	11	292836	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
298,864	2	15kk_4140	66	Er wird den ganzen Tag in der Schule geŠrgert	44	298864	keine	0	92	45	9	-2,583333333	2,583333333	4,818181818	3,727272727	3,916666667	999	999	999	miss
