onset	duration	Experiment - R4DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,624	2	20MK_41472212	1	Sie ist sehr konzentriert	99	1624	keine	0	276	25	4	9	9	9	9	9	9	9	9	miss
4,658	2	20MK_41472212	2	Es hat viel damit zu tun	99	4658	keine	0	273	24	6	9	9	9	9	9	9	9	9	miss
7,692	2	20MK_41472212	3	Sie verbrachten ein entspanntes Wochenende	66	7692	keine	0	172	42	5	1,916666667	1,916666667	4,909090909	5,636363636	3,333333333	999	999	999	miss
10,725	2	20MK_41472212	4	Er schŸttet ihr sein Herz aus	22	10725	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
13,759	2	20MK_41472212	5	Sie wird herzlich begrŸ§t	66	13759	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
18,793	2	20MK_41472212	6	Sie schaffen das ganz gut	66	18793	keine	0	151	25	5	1,083333333	1,083333333	4,363636364	5,454545455	2,333333333	999	999	999	miss
24,833	2	20MK_41472212	7	### ### ########## ##########	77	24833	keine	0	257	29	4	9	9	9	9	9	9	9	9	miss
28,867	2	20MK_41472212	8	### ### ##### ### #### #####	77	28867	keine	0	203	28	6	9	9	9	9	9	9	9	9	miss
32,896	2	20MK_41472212	9	#### ###### ####### #####	77	32896	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
37,924	2	20MK_41472212	10	Er genie§t die Gesellschaft	66	37924	keine	0	176	27	4	2	2	5	5,181818182	3,333333333	999	999	999	miss
41,964	2	20MK_41472212	11	Er gewinnt neues Selbstvertrauen	66	41964	keine	0	169	32	4	1,833333333	1,833333333	5,272727273	4,363636364	2,583333333	999	999	999	miss
45,993	2	20MK_41472212	12	Es passt wie die Faust aufs Auge	33	45993	keine	0	68	32	7	1,666666667	1,666666667	3	5,9	2,9	3,753424585	4	7	miss
49,021	2	20MK_41472212	13	Passt es sehr gut zusammen?	88	49021	keine	0	901	27	5	9	9	9	9	9	9	9	9	miss
55,061	2	20MK_41472212	14	### #### ##### ######## #### ###	77	55061	keine	0	186	32	6	9	9	9	9	9	9	9	9	miss
61,089	2	20MK_41472212	15	Er freundet sich mit ihm an	66	61089	keine	0	165	27	6	1,666666667	1,666666667	4,272727273	4,909090909	3,583333333	999	999	999	miss
64,123	2	20MK_41472212	16	## ##### ### #####	77	64123	keine	0	198	18	4	9	9	9	9	9	9	9	9	miss
67,157	2	20MK_41472212	17	Sie hat einen Schnupfen	44	67157	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
71,191	2	20MK_41472212	18	LŠuft ihre Nase?	88	71191	keine	0	902	16	3	9	9	9	9	9	9	9	9	miss
78,225	2	20MK_41472212	19	Er schreibt seine Gedanken auf	55	78225	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
85,265	2	20MK_41472212	20	Er hat Schmetterlinge im Bauch	33	85265	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
91,295	2	20MK_41472212	21	Er plaudert aus dem NŠhkŠstchen	22	91295	keine	0	35	31	5	-0,222222222	0,222222222	2,875	4,818181818	3,909090909	4,004474986	2,5	7	miss
94,329	2	20MK_41472212	22	Er geht kaum noch aus dem Haus	44	94329	keine	0	118	30	7	-1	1	4,090909091	5,181818182	4,583333333	999	999	999	miss
98,363	2	20MK_41472212	23	Sie redet nicht um den hei§en Brei	22	98363	keine	0	33	34	7	-0,222222222	0,222222222	3,285714286	5,272727273	3,777777778	3,812515985	2,875	6,5	miss
103,392	2	20MK_41472212	24	Sie legt nicht jedes Wort auf die Goldwaage	22	103392	keine	0	41	43	8	-0,111111111	0,111111111	3,5	5,3	2,1	3,691932371	5,428571429	6,25	miss
108,431	2	20MK_41472212	25	Er ist Feuer und Flamme	33	108431	keine	0	82	23	5	2,111111111	2,111111111	4,285714286	5,7	3,272727273	3,844404201	3,125	7	miss
111,47	2	20MK_41472212	26	Er hat einen guten Draht zu ihm	33	111470	keine	0	79	31	7	2	2	3,5	6,272727273	2	3,794818339	5	7	miss
117,505	2	20MK_41472212	27	Sie ist unsterblich verliebt	33	117505	keine	0	78	28	4	1,888888889	1,888888889	5	6,1	2,363636364	3,974284916	5,111111111	6,625	miss
124,54	2	20MK_41472212	28	Er benimmt sich wie ein Elefant im Porzellanladen	11	124540	keine	0	28	49	8	-1,666666667	1,666666667	4,125	5,4	3,363636364	4,014075192	5,714285714	7	miss
129,568	2	20MK_41472212	29	Er ist wŸtend auf sie	44	129568	keine	0	103	21	5	-2	2	5,727272727	5,272727273	3,583333333	999	999	999	miss
137,608	2	20MK_41472212	30	Sie strukturiert ihre Arbeit	55	137608	keine	0	150	28	4	0,833333333	0,833333333	2,909090909	4,636363636	4	999	999	999	miss
141,649	2	20MK_41472212	31	Er lŠsst kein gutes Haar daran	11	141649	keine	0	26	30	6	-1,75	1,75	3,625	5,222222222	2	3,634250914	3,888888889	7	miss
144,678	2	20MK_41472212	32	Sie ist die Ehrlichkeit in Person	33	144678	keine	0	83	33	6	2,111111111	2,111111111	3,375	5	2,272727273	3,861333287	5,875	7	miss
148,711	2	20MK_41472212	33	## ######## ##### #####	77	148711	keine	0	264	23	4	9	9	9	9	9	9	9	9	miss
151,739	2	20MK_41472212	34	Er fŸhrt Bšses im Schilde	11	151739	keine	0	8	25	5	-2,111111111	2,111111111	4	5,545454546	2,363636364	3,920169782	4,222222222	6,4	miss
158,773	2	20MK_41472212	35	### ### ##### ######## ###########	77	158773	keine	0	244	34	5	9	9	9	9	9	9	9	9	miss
161,801	2	20MK_41472212	36	Sie ist nun ruhig	55	161801	keine	0	146	17	4	0,583333333	0,583333333	4	4,636363636	3,5	999	999	999	miss
167,837	2	20MK_41472212	37	Er lŠsst sich deswegen keine grauen Haare wachsen	22	167837	keine	0	54	49	8	0,333333333	0,333333333	2,5	3,8	3,636363636	3,711672241	3,571428571	6,8	miss
170,871	2	20MK_41472212	38	##### ##### ##### ##### #### ####	77	170871	keine	0	189	33	6	9	9	9	9	9	9	9	9	miss
174,904	2	20MK_41472212	39	Er fŸhlt sich nicht wohl	44	174904	keine	0	107	24	5	-1,833333333	1,833333333	4,727272727	5,181818182	2,75	999	999	999	miss
177,933	2	20MK_41472212	40	### ### ##### #########	77	177933	keine	0	227	23	4	9	9	9	9	9	9	9	9	miss
184,967	2	20MK_41472212	41	Ihr lŠuft die Galle Ÿber	11	184967	keine	0	13	24	5	-2	2	4,285714286	3,333333333	3,454545455	3,691197691	3,125	3,625	miss
188,996	2	20MK_41472212	42	### ##### ### ##### ####	77	188996	keine	0	195	24	5	9	9	9	9	9	9	9	9	miss
193,024	2	20MK_41472212	43	Er fŠllt durch die AbschlussprŸfung	44	193024	keine	0	95	35	5	-2,5	2,5	5,454545455	3,454545455	3,833333333	999	999	999	miss
196,053	2	20MK_41472212	44	Er folgt der Stimme seines Herzens	33	196053	keine	0	81	34	6	2	2	4,142857143	5,2	2,818181818	3,821729672	5,111111111	7	miss
200,087	2	20MK_41472212	45	#### #### ### ##### ### #####	77	200087	keine	0	229	29	6	9	9	9	9	9	9	9	9	miss
206,116	2	20MK_41472212	46	Wurden dir soeben kleine Kreise gezeigt?	88	206116	Nein	2540	903	40	6	9	9	9	9	9	9	9	9	correct
211,156	2	20MK_41472212	47	Es macht keinen Unterschied fŸr ihn	55	211156	keine	0	124	35	6	-0,090909091	0,090909091	3	5,181818182	2	999	999	999	miss
215,19	2	20MK_41472212	48	Sie verwirklicht nun ihren Wunsch	66	215190	keine	0	178	33	5	2,166666667	2,166666667	5,363636364	4	2,333333333	999	999	999	miss
219,218	2	20MK_41472212	49	Er feuerte ihn	11	219218	keine	0	10	14	3	-2,111111111	2,111111111	4,875	6,636363636	3,555555556	4,003443973	2,75	5,8	miss
222,246	2	20MK_41472212	50	Er wird freundlich aufgenommen	66	222246	keine	0	167	30	4	1,833333333	1,833333333	4,545454546	4,636363636	3,333333333	999	999	999	miss
225,28	2	20MK_41472212	51	Sie versteht was er meint	55	225280	keine	0	149	25	5	0,666666667	0,666666667	3,454545455	5,545454546	3,25	999	999	999	miss
229,314	2	20MK_41472212	52	## ### ### ### #########	77	229314	keine	0	205	24	5	9	9	9	9	9	9	9	9	miss
232,343	2	20MK_41472212	53	### ##### ####### ### ### ### ######### #####	77	232343	keine	0	267	45	8	9	9	9	9	9	9	9	9	miss
237,377	2	20MK_41472212	54	Hast du soeben eine Buchstabenreihe gelesen?	88	237377	Nein	2096	904	44	6	9	9	9	9	9	9	9	9	correct
243,422	2	20MK_41472212	55	Mir fŠllt ein Stein vom Herzen	33	243422	keine	0	75	30	6	1,777777778	1,777777778	5,125	6,2	2,909090909	4,029881943	5,75	7	miss
249,45	2	20MK_41472212	56	Es ist nicht so schwierig	55	249450	keine	0	145	25	5	0,5	0,5	3,727272727	4,727272727	2,083333333	999	999	999	miss
252,485	2	20MK_41472212	57	### ###### ##### ######## #########	77	252485	keine	0	263	35	5	9	9	9	9	9	9	9	9	miss
256,519	2	20MK_41472212	58	### ##### ##### ### ### ## ######	77	256519	keine	0	219	33	7	9	9	9	9	9	9	9	9	miss
262,547	2	20MK_41472212	59	Er bringt sie zur Wei§glut	11	262547	keine	0	16	26	5	-1,888888889	1,888888889	5,75	5,8	2,666666667	3,780924393	3,571428571	7	miss
266,582	2	20MK_41472212	60	Er ist darauf neutral	55	266582	keine	0	133	21	4	0,090909091	0,090909091	2,5	3,1	2	999	999	999	miss
269,61	2	20MK_41472212	61	Hat er etwas dagegen?	88	269610	Nein	2451	905	21	4	9	9	9	9	9	9	9	9	correct
276,65	2	20MK_41472212	62	### #### #### ### ######	77	276650	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
281,69	2	20MK_41472212	63	Das war eine schšne Erinnerung	66	281690	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
288,73	2	20MK_41472212	64	Sie beschŠftigt sich mit dem Thema	55	288730	keine	0	142	34	6	0,333333333	0,333333333	3,1	5,727272727	2,666666667	999	999	999	miss
292,759	2	20MK_41472212	65	Er hegt einen Traum	33	292759	keine	0	77	19	4	1,888888889	1,888888889	3,75	4,090909091	2,545454546	3,856068786	4,625	7	miss
296,787	2	20MK_41472212	66	Sie spuckte Gift und Galle	11	296787	keine	0	19	26	5	-1,888888889	1,888888889	5,375	3,9	3,625	3,736640956	4,125	6	miss
304,815	2	20MK_41472212	67	####### ### ###### ######### ##### ####	77	304815	keine	0	183	39	6	9	9	9	9	9	9	9	9	miss
307,856	2	20MK_41472212	68	Sie lacht aus vollem Hals	33	307856	keine	0	67	25	5	1,555555556	1,555555556	5,25	4,1	4,727272727	4,005689941	4,555555556	6,142857143	miss
310,89	2	20MK_41472212	69	### ##### #### ##### ####	77	310890	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
317,924	2	20MK_41472212	70	Er hat seine Gelegenheit leider verpasst	44	317924	keine	0	114	40	6	-1,416666667	1,416666667	4,727272727	3,545454546	2,416666667	999	999	999	miss
320,953	2	20MK_41472212	71	Er trŠumt in den Tag hinein	22	320953	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
323,987	2	20MK_41472212	72	### ####### #### ### ### ######## ### #########	77	323987	keine	0	206	47	8	9	9	9	9	9	9	9	9	miss
327,02	2	20MK_41472212	73	### #### ## ### #####	77	327020	keine	0	202	21	5	9	9	9	9	9	9	9	9	miss
332,053	2	20MK_41472212	74	Sie baut Luftschlšsser	22	332053	keine	0	37	22	3	-0,125	0,125	3,75	4,1	2,181818182	3,684456299	5,375	7	miss
337,094	2	20MK_41472212	75	Das ist eine traurige Geschichte	44	337094	keine	0	108	32	5	-1,833333333	1,833333333	5,181818182	4,727272727	2,5	999	999	999	miss
341,134	2	20MK_41472212	76	Ist die Geschichte witzig?	88	341134	Nein	2173	906	26	4	9	9	9	9	9	9	9	9	correct
346,168	2	20MK_41472212	77	Es steht noch in den Sternen	22	346168	keine	0	52	28	6	0,25	0,25	2,375	4,818181818	2,090909091	3,644557397	3,5	6,571428571	miss
350,203	2	20MK_41472212	78	Er merkt wie sich die Sachen entwickeln	55	350203	keine	0	147	39	7	0,583333333	0,583333333	3,7	4,636363636	2,5	999	999	999	miss
355,231	2	20MK_41472212	79	Sie hat lange darunter gelitten	44	355231	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
358,271	2	20MK_41472212	80	Sie lassen Gras Ÿber die Sache wachsen	22	358271	keine	0	45	38	7	0	0	2,75	4,909090909	2,454545455	3,805733947	4,5	7	miss
366,304	2	20MK_41472212	81	#### ### ########## #########	77	366304	keine	0	252	29	4	9	9	9	9	9	9	9	9	miss
373,345	2	20MK_41472212	82	Hast du soeben viele Rautezeichen gesehen?	88	373345	Ja	2031	907	42	6	9	9	9	9	9	9	9	9	correct
378,379	2	20MK_41472212	83	Er platzt vor Neid	11	378379	keine	0	18	18	4	-1,888888889	1,888888889	4,375	5,272727273	3,090909091	3,976193063	5,777777778	6	miss
382,413	2	20MK_41472212	84	Sie geht an die Decke	11	382413	keine	0	23	21	5	-1,777777778	1,777777778	5,25	5,8	2,9	3,877562694	3,375	7	miss
387,442	2	20MK_41472212	85	## ###### ###############	77	387442	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
392,483	2	20MK_41472212	86	### ##### ##### ##### ##### #### ### ##### ######	77	392483	keine	0	207	49	9	9	9	9	9	9	9	9	9	miss
395,522	2	20MK_41472212	87	Sie genie§t ihre Freizeit	66	395522	keine	0	164	25	4	1,666666667	1,666666667	5,090909091	5,909090909	2,916666667	999	999	999	miss
399,555	2	20MK_41472212	88	#### ###### ###### #######	77	399555	keine	0	256	26	4	9	9	9	9	9	9	9	9	miss
405,583	2	20MK_41472212	89	Sie wŠgt ihre Worte ab	22	405583	keine	0	43	22	5	0	0	1,875	5,272727273	2,818181818	3,743860744	5,428571429	7	miss
409,618	2	20MK_41472212	90	Er hat einen an der Birne	11	409618	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
414,647	2	20MK_41472212	91	Sie ist davon verwirrt	44	414647	keine	0	116	22	4	-1,166666667	1,166666667	4,363636364	5,545454546	2,666666667	999	999	999	miss
418,686	2	20MK_41472212	92	### ##### ### #### #######	77	418686	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
425,714	2	20MK_41472212	93	## #### #### #####	77	425714	keine	0	259	18	4	9	9	9	9	9	9	9	9	miss
428,744	2	20MK_41472212	94	### ### ######### ### #####	77	428744	keine	0	249	27	5	9	9	9	9	9	9	9	9	miss
434,779	2	20MK_41472212	95	Wurden dir soeben Rautezeichen prŠsentiert?	88	434779	warning	1757	908	43	5	9	9	9	9	9	9	9	9	miss
442,819	2	20MK_41472212	96	### #### ### ##### ######## ##	77	442819	keine	0	253	30	6	9	9	9	9	9	9	9	9	miss
445,853	2	20MK_41472212	97	#### ##### #### #####	77	445853	keine	0	184	21	4	9	9	9	9	9	9	9	9	miss
448,887	2	20MK_41472212	98	Er ist ein anstrengender Mensch	44	448887	keine	0	111	31	5	-1,75	1,75	5	5,454545455	2,75	999	999	999	miss
451,92	2	20MK_41472212	99	Sie denkt Ÿber die Vor- und Nachteile nach	55	451920	keine	0	134	42	8	0,166666667	0,166666667	3,4	4,818181818	2,416666667	999	999	999	miss
459,955	2	20MK_41472212	100	### ### ## ### ##### ###### #####	77	459955	keine	0	224	33	7	9	9	9	9	9	9	9	9	miss
