onset	duration	Experiment - R5DVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,633	2	20MK_41472212	1	Sie hat etwas vor	99	1633	keine	0	271	17	4	9	9	9	9	9	9	9	9	miss
4,667	2	20MK_41472212	2	Es stšrt keinen gro§en Geist	99	4667	keine	0	274	28	5	9	9	9	9	9	9	9	9	miss
7,701	2	20MK_41472212	3	Stšrt es jemanden?	88	7701	Nein	2091	909	18	3	9	9	9	9	9	9	9	9	correct
13,741	2	20MK_41472212	4	Sie eroberte sein Herz	33	13741	keine	0	80	22	4	2	2	5,125	5,545454546	2,4	3,894545162	5,777777778	6,4	miss
16,77	2	20MK_41472212	5	### ####### #### ##### #### ############	77	16770	keine	0	245	40	6	9	9	9	9	9	9	9	9	miss
22,803	2	20MK_41472212	6	Es ist eine Augenweide	33	22803	keine	0	76	22	4	1,777777778	1,777777778	3,857142857	5,6	2,625	3,563778739	3,222222222	7	miss
26,838	2	20MK_41472212	7	Ist es schšn anzusehen?	88	26838	Ja	1759	910	23	4	9	9	9	9	9	9	9	9	correct
33,872	2	20MK_41472212	8	Sie bekommt einen Auftrag	55	33872	keine	0	140	25	4	0,25	0,25	4	4,363636364	3,5	999	999	999	miss
36,912	2	20MK_41472212	9	Ihm ist Ÿbel geworden	44	36912	keine	0	104	21	4	-1,916666667	1,916666667	4,727272727	4,636363636	4,75	999	999	999	miss
39,946	2	20MK_41472212	10	Er kommt Ÿber die Runden	22	39946	keine	0	39	24	5	-0,111111111	0,111111111	2,25	5,7	1,333333333	3,314000988	3,375	7	miss
43,98	2	20MK_41472212	11	Sie reagierte enthusiastisch auf den Vorschlag	66	43980	keine	0	160	46	6	1,5	1,5	5,545454546	3,818181818	3,916666667	999	999	999	miss
47,008	2	20MK_41472212	12	### ##### ##### ## ### ###### ####	77	47008	keine	0	209	34	7	9	9	9	9	9	9	9	9	miss
54,042	2	20MK_41472212	13	Sie ist schlechter Stimmung	44	54042	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
58,071	2	20MK_41472212	14	Ist sie fršhlich?	88	58071	Nein	1474	911	17	3	9	9	9	9	9	9	9	9	correct
65,106	2	20MK_41472212	15	### ####### ###### ########### ##	77	65106	keine	0	269	33	5	9	9	9	9	9	9	9	9	miss
71,145	2	20MK_41472212	16	Er ist eine falsche Schlange	11	71145	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
75,18	2	20MK_41472212	17	### ### #########	77	75180	keine	0	247	17	3	9	9	9	9	9	9	9	9	miss
78,209	2	20MK_41472212	18	## ### ## ######### ###### ### #####	77	78209	keine	0	213	36	7	9	9	9	9	9	9	9	9	miss
81,241	2	20MK_41472212	19	Sie ist unfŠhig	44	81241	keine	0	106	15	3	-1,833333333	1,833333333	5,272727273	4	2,25	999	999	999	miss
89,276	2	20MK_41472212	20	## ### #### ###### ### ### ########## ##	77	89276	keine	0	250	40	7	9	9	9	9	9	9	9	9	miss
97,316	2	20MK_41472212	21	#### ##### ##### ### ########	77	97316	keine	0	235	29	5	9	9	9	9	9	9	9	9	miss
100,357	2	20MK_41472212	22	Es ist in aller Munde	22	100357	keine	0	55	21	5	0,333333333	0,333333333	3,25	5,4	2,888888889	3,696579703	4,75	7	miss
103,39	2	20MK_41472212	23	Es hat nichts damit zu tun	55	103390	keine	0	131	26	6	0	0	2,7	5,4	1,666666667	999	999	999	miss
106,424	2	20MK_41472212	24	### ### ##### #############	77	106424	keine	0	238	27	4	9	9	9	9	9	9	9	9	miss
110,458	2	20MK_41472212	25	Er redete mit Engelszungen	33	110458	keine	0	61	26	4	1,125	1,125	3,625	3,6	4,090909091	3,771969697	4,625	4,75	miss
117,487	2	20MK_41472212	26	#### ###### #########	77	117487	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
120,516	2	20MK_41472212	27	Er kann das nicht mehr leiden	44	120516	keine	0	115	29	6	-1,25	1,25	4,6	4,454545455	2,416666667	999	999	999	miss
123,549	2	20MK_41472212	28	Sie ist Ÿberarbeitet	44	123549	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
126,583	2	20MK_41472212	29	Es wurde heute aufgerŠumt	55	126583	keine	0	143	25	4	0,333333333	0,333333333	2,909090909	3,818181818	4,833333333	999	999	999	miss
129,617	2	20MK_41472212	30	Er ist total zufrieden mit sich	66	129617	keine	0	179	31	6	2,583333333	2,583333333	5,545454546	4,818181818	2,833333333	999	999	999	miss
136,651	2	20MK_41472212	31	Sie freut sich auf den Urlaub	66	136651	keine	0	173	29	6	1,916666667	1,916666667	5	5,636363636	2,916666667	999	999	999	miss
140,681	2	20MK_41472212	32	Sie Ÿberlegt sich wie sie weitermachen kann	55	140681	keine	0	128	43	7	0	0	4,1	5,363636364	2,583333333	999	999	999	miss
145,709	2	20MK_41472212	33	Sie kommt auf einen Sprung herein	22	145709	keine	0	53	33	6	0,25	0,25	2,375	4,9	3,545454546	3,789847865	3,25	6	miss
149,748	2	20MK_41472212	34	Bleibt sie nur kurz?	88	149748	Ja	2166	912	20	4	9	9	9	9	9	9	9	9	correct
155,783	2	20MK_41472212	35	### ####### #### ###	77	155783	keine	0	192	20	4	9	9	9	9	9	9	9	9	miss
158,811	2	20MK_41472212	36	## ## ##########	77	158811	keine	0	239	16	3	9	9	9	9	9	9	9	9	miss
163,845	2	20MK_41472212	37	Sie plant eine Zugfahrt	55	163845	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
166,885	2	20MK_41472212	38	### #### ##### ##### #####	77	166885	keine	0	258	26	5	9	9	9	9	9	9	9	9	miss
170,918	2	20MK_41472212	39	Sie macht sich Sorgen um ihre Zukunft	44	170918	keine	0	101	37	7	-2,083333333	2,083333333	5,454545455	5,363636364	2,75	999	999	999	miss
177,947	2	20MK_41472212	40	Es wŠchst ihr ans Herz	33	177947	keine	0	72	22	5	1,666666667	1,666666667	4,125	5,909090909	2,909090909	3,992602731	3,777777778	7	miss
182,977	2	20MK_41472212	41	Es war ein ganz normaler Tag	55	182977	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
189,016	2	20MK_41472212	42	## ### ####### #######	77	189016	keine	0	242	22	4	9	9	9	9	9	9	9	9	miss
195,051	2	20MK_41472212	43	Sie wird dafŸr hart bestraft	44	195051	keine	0	94	28	5	-2,5	2,5	5,727272727	3,545454546	3,583333333	999	999	999	miss
202,084	2	20MK_41472212	44	### #### ########	77	202084	keine	0	185	17	3	9	9	9	9	9	9	9	9	miss
205,114	2	20MK_41472212	45	Sie lernte es mŸhelos	66	205114	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
210,148	2	20MK_41472212	46	Sie verpasste ihm einen Denkzettel	11	210148	keine	0	29	34	5	-1,555555556	1,555555556	4,375	5,272727273	2,272727273	3,885302287	5	6	miss
214,188	2	20MK_41472212	47	Sie hat Geld ohne Ende	33	214188	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
219,215	2	20MK_41472212	48	Er ist ein alter Hase	22	219215	keine	0	60	21	5	0,444444444	0,444444444	2,142857143	5	2,272727273	3,661113748	2	6	miss
