onset	duration	Experiment - R1AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,63	2	09NR_4112	1	Sie hat etwas vor	99	1630	keine	0	271	17	4	9	9	9	9	9	9	9	9	miss
4,664	2	09NR_4112	2	Er mag keine Suppe	99	4664	keine	0	272	18	4	9	9	9	9	9	9	9	9	miss
7,698	2	09NR_4112	3	Sie holt fŸr ihn die Sterne vom Himmel	33	7698	keine	0	84	38	8	2,125	2,125	4,375	5,7	2,454545455	3,838892776	5,25	7	miss
12,731	2	09NR_4112	4	## ####### ##### #####	77	12731	keine	0	212	22	4	9	9	9	9	9	9	9	9	miss
18,771	2	09NR_4112	5	Er prŸgelte ihm die Seele aus dem Leib	11	18771	keine	0	1	38	8	-2,777777778	2,777777778	6	4,2	4,454545455	4,884848485	5,75	7	miss
24,806	2	09NR_4112	6	Er geht kaum noch aus dem Haus	44	24806	keine	0	118	30	7	-1	1	4,090909091	5,181818182	4,583333333	999	999	999	miss
29,84	2	09NR_4112	7	Mir fŠllt ein Stein vom Herzen	33	29840	keine	0	75	30	6	1,777777778	1,777777778	5,125	6,2	2,909090909	4,029881943	5,75	7	miss
32,88	2	09NR_4112	8	Bin ich erleichtert?	88	32880	Ja	2017	901	20	3	9	9	9	9	9	9	9	9	correct
37,92	2	09NR_4112	9	Er kriegte eine GŠnsehaut	22	37920	keine	0	31	25	4	-0,444444444	0,444444444	5,125	6,636363636	5,181818182	4,330756317	4,142857143	7	miss
40,953	2	09NR_4112	10	### #### ########	77	40953	keine	0	185	17	3	9	9	9	9	9	9	9	9	miss
43,987	2	09NR_4112	11	Sie stinkt vor Faulheit	11	43987	keine	0	4	23	4	-2,222222222	2,222222222	3,75	3,9	4,272727273	3,927592	4,666666667	5,5	miss
48,02	2	09NR_4112	12	### #### ##### ######## #### ###	77	48020	keine	0	186	32	6	9	9	9	9	9	9	9	9	miss
51,05	2	09NR_4112	13	Ihm ist †bel geworden	44	51050	keine	0	104	21	4	-1,916666667	1,916666667	4,727272727	4,636363636	4,75	999	999	999	miss
58,084	2	09NR_4112	14	Er fŸhrt Bšses im Schilde	11	58084	keine	0	8	25	5	-2,111111111	2,111111111	4	5,545454546	2,363636364	3,920169782	4,222222222	6,4	miss
63,113	2	09NR_4112	15	### ####### ##### #######	77	63113	keine	0	234	25	4	9	9	9	9	9	9	9	9	miss
67,152	2	09NR_4112	16	Er lŠsst sein Herz sprechen	33	67152	keine	0	65	27	5	1,444444444	1,444444444	4,125	4	3,090909091	3,875012971	5,333333333	7	miss
73,181	2	09NR_4112	17	Sie machen heute ein Picknick am Strand	66	73181	keine	0	177	39	7	2,166666667	2,166666667	4,363636364	4,636363636	5,5	999	999	999	miss
76,215	2	09NR_4112	18	Sie ist †berarbeitet	44	76215	keine	0	110	20	3	-1,75	1,75	5,090909091	5,090909091	3	999	999	999	miss
79,248	2	09NR_4112	19	Er ist bekannt wie ein bunter Hund	22	79248	keine	0	57	34	7	0,444444444	0,444444444	2,75	5,1	2,888888889	3,59094947	3,714285714	4,75	miss
