onset	duration	Experiment - R2AVersuchsperson	Serial_no	Stimulus	Condition	Onset_time	response	response_time	ID_Code	String_length	Word_Number	Valence	Abs_Valence	Arousal	Familiarity	Concreteness	Idiomaticity	Sem_Transp	Knowledge	Accuracy
1,631	2	09NR_4112	1	Es hat viel damit zu tun	99	1631	keine	0	273	24	6	9	9	9	9	9	9	9	9	miss
4,665	2	09NR_4112	2	Es st_rt keinen gro¤en Geist	99	4665	keine	0	274	28	5	9	9	9	9	9	9	9	9	miss
7,699	2	09NR_4112	3	Er hat im Lotto gewonnen	66	7699	keine	0	174	24	5	2	2	5,636363636	4,181818182	4,25	999	999	999	miss
12,732	2	09NR_4112	4	Hat er die richtigen Zahlen gew_hlt?	88	12732	Ja	1785	917	36	6	9	9	9	9	9	9	9	9	correct
20,778	2	09NR_4112	5	Es war ein ganz normaler Tag	55	20778	keine	0	125	28	6	-0,083333333	0,083333333	2,9	5,4	1,75	999	999	999	miss
26,813	2	09NR_4112	6	#### ##### ##### ##### ####	77	26813	keine	0	237	27	5	9	9	9	9	9	9	9	9	miss
31,847	2	09NR_4112	7	Sie verwirklicht nun ihren Wunsch	66	31847	keine	0	178	33	5	2,166666667	2,166666667	5,363636364	4	2,333333333	999	999	999	miss
34,886	2	09NR_4112	8	Er folgt der Stimme seines Herzens	33	34886	keine	0	81	34	6	2	2	4,142857143	5,2	2,818181818	3,821729672	5,111111111	7	miss
37,921	2	09NR_4112	9	Er bringt sie zur Wei¤glut	11	37921	keine	0	16	26	5	-1,888888889	1,888888889	5,75	5,8	2,666666667	3,780924393	3,571428571	7	miss
40,955	2	09NR_4112	10	Er ist eine falsche Schlange	11	40955	keine	0	6	28	5	-2,222222222	2,222222222	4,375	4,9	2	3,858075672	4	7	miss
43,989	2	09NR_4112	11	##### ##### #### ###### ##### ######## ###### ####	77	43989	keine	0	187	50	8	9	9	9	9	9	9	9	9	miss
48,022	2	09NR_4112	12	Er erinnert sich an die letzte Woche	55	48022	keine	0	141	36	7	0,272727273	0,272727273	3	4,636363636	2,090909091	999	999	999	miss
51,051	2	09NR_4112	13	Sie ist ihr ein Dorn im Auge	11	51051	keine	0	17	28	7	-1,888888889	1,888888889	3,857142857	5,5	3	3,837884849	4,75	5,714285714	miss
58,084	2	09NR_4112	14	Er ist Ùberheblich	44	58084	keine	0	102	18	3	-2	2	4,909090909	4,818181818	2,5	999	999	999	miss
63,114	2	09NR_4112	15	Das war eine sch_ne Erinnerung	66	63114	keine	0	166	30	5	1,75	1,75	5	5,363636364	2,166666667	999	999	999	miss
67,154	2	09NR_4112	16	### ###### ### ##### ###	77	67154	keine	0	200	24	5	9	9	9	9	9	9	9	9	miss
73,183	2	09NR_4112	17	Er leidet sehr unter der Kritik seines Chefs	44	73183	keine	0	100	44	8	-2,083333333	2,083333333	5,727272727	3,636363636	3,833333333	999	999	999	miss
76,217	2	09NR_4112	18	Hat ihn seine Arbeitskollegin kritisiert?	88	76217	Ja	2148	918	41	5	9	9	9	9	9	9	9	9	incorrect
81,256	2	09NR_4112	19	Sie ist z_h wie Leder	22	81256	keine	0	50	21	5	0,222222222	0,222222222	3,25	3,4	3,363636364	3,760535501	6,444444444	5,166666667	miss
86,29	2	09NR_4112	20	Sie tr_gt das Herz auf der Zunge	22	86290	keine	0	56	32	7	0,333333333	0,333333333	4	3,727272727	3,363636364	3,820586099	4,333333333	6	miss
93,33	2	09NR_4112	21	#### ## ### ##### ######	77	93330	keine	0	232	24	5	9	9	9	9	9	9	9	9	miss
96,357	2	09NR_4112	22	### #### #### ### ######	77	96357	keine	0	193	24	5	9	9	9	9	9	9	9	9	miss
100,393	2	09NR_4112	23	Er tr_umt in den Tag hinein	22	100393	keine	0	38	27	6	-0,111111111	0,111111111	3,5	4,8	2,090909091	3,727815594	5,333333333	4,75	miss
103,422	2	09NR_4112	24	Er hat Schmetterlinge im Bauch	33	103422	keine	0	87	30	5	2,375	2,375	4,75	6	3,363636364	4,064976457	3,375	7	miss
106,456	2	09NR_4112	25	Sie hat lange darunter gelitten	44	106456	keine	0	96	31	5	-2,333333333	2,333333333	5,636363636	5,090909091	2,5	999	999	999	miss
110,489	2	09NR_4112	26	Mir ist es das wert	66	110489	keine	0	154	19	5	1,25	1,25	4,272727273	5,9	1,666666667	999	999	999	miss
114,518	2	09NR_4112	27	Er spaziert durch die Sonne	66	114518	keine	0	153	27	5	1,166666667	1,166666667	3,909090909	4,727272727	5,333333333	999	999	999	miss
122,546	2	09NR_4112	28	Er hat einen an der Birne	11	122546	keine	0	15	25	6	-1,888888889	1,888888889	3	4,222222222	2,6	3,274074074	2,285714286	5	miss
125,587	2	09NR_4112	29	### ##### ### #### #######	77	125587	keine	0	201	26	5	9	9	9	9	9	9	9	9	miss
129,621	2	09NR_4112	30	Es passt wie die Faust aufs Auge	33	129621	keine	0	68	32	7	1,666666667	1,666666667	3	5,9	2,9	3,753424585	4	7	miss
132,649	2	09NR_4112	31	### #### #### #### ###### ######	77	132649	keine	0	254	32	6	9	9	9	9	9	9	9	9	miss
138,682	2	09NR_4112	32	Sie hat einen Schnupfen	44	138682	keine	0	112	23	4	-1,75	1,75	3,545454546	4,545454546	5,333333333	999	999	999	miss
142,717	2	09NR_4112	33	L_uft ihre Nase?	88	142717	Ja	1645	919	16	3	9	9	9	9	9	9	9	9	correct
148,752	2	09NR_4112	34	## #### #### ##### ### ### #####	77	148752	keine	0	248	32	7	9	9	9	9	9	9	9	9	miss
154,78	2	09NR_4112	35	#### ###### #########	77	154780	keine	0	233	21	3	9	9	9	9	9	9	9	9	miss
162,815	2	09NR_4112	36	### ####### ###### ########### ##	77	162815	keine	0	269	33	5	9	9	9	9	9	9	9	9	miss
165,855	2	09NR_4112	37	Sie wird herzlich begrÙ¤t	66	165855	keine	0	171	25	4	1,916666667	1,916666667	5,454545455	5,545454546	4,916666667	999	999	999	miss
168,889	2	09NR_4112	38	War der Empfang unfreundlich?	88	168889	Nein	1660	920	29	4	9	9	9	9	9	9	9	9	correct
173,929	2	09NR_4112	39	Sie sieht alles schwarz	11	173929	keine	0	2	23	4	-2,222222222	2,222222222	3,875	5,454545455	3,727272727	4,079161024	4,888888889	6,7	miss
179,963	2	09NR_4112	40	Sie machte ihn zur Sau	11	179963	keine	0	20	22	5	-1,888888889	1,888888889	5,125	5,5	3,181818182	4,02007152	3,25	7	miss
183,998	2	09NR_4112	41	### ######### #### ########### ### ### ######	77	183998	keine	0	260	45	7	9	9	9	9	9	9	9	9	miss
187,026	2	09NR_4112	42	Wurden dir soeben kleine Kreise gezeigt?	88	187026	Nein	2671	921	40	6	9	9	9	9	9	9	9	9	correct
192,066	2	09NR_4112	43	Er schÙttet ihr sein Herz aus	22	192066	keine	0	51	29	6	0,222222222	0,222222222	4,625	5,909090909	2,888888889	3,851628559	5,444444444	7	miss
196,1	2	09NR_4112	44	Offenbart er ihr seine GefÙhle?	88	196100	Ja	1557	922	31	5	9	9	9	9	9	9	9	9	correct
204,134	2	09NR_4112	45	Er schreibt seine Gedanken auf	55	204134	keine	0	137	30	5	0,166666667	0,166666667	3,6	4,454545455	4,5	999	999	999	miss
207,168	2	09NR_4112	46	#### ###### ####### #####	77	207168	keine	0	191	25	4	9	9	9	9	9	9	9	9	miss
211,202	2	09NR_4112	47	Sie lernte es mÙhelos	66	211202	keine	0	156	21	4	1,333333333	1,333333333	4,363636364	3,909090909	3,25	999	999	999	miss
215,231	2	09NR_4112	48	Er ist krank geworden	44	215231	keine	0	93	21	4	-2,583333333	2,583333333	4,272727273	4,909090909	4,166666667	999	999	999	miss
218,259	2	09NR_4112	49	Sie plant eine Zugfahrt	55	218259	keine	0	148	23	4	0,666666667	0,666666667	2,8	3,909090909	4,083333333	999	999	999	miss
226,294	2	09NR_4112	50	Sie bespricht die Angelegenheit mit ihren Kollegen	55	226294	keine	0	126	50	7	0	0	3,181818182	5,181818182	5,363636364	999	999	999	miss
230,333	2	09NR_4112	51	### ##### #### ##### ####	77	230333	keine	0	243	25	5	9	9	9	9	9	9	9	9	miss
234,362	2	09NR_4112	52	Sie schaut ihn liebevoll an	66	234362	keine	0	175	27	5	2	2	5,272727273	5,363636364	5,75	999	999	999	miss
242,39	2	09NR_4112	53	## ###### ###############	77	242390	keine	0	262	25	3	9	9	9	9	9	9	9	9	miss
245,431	2	09NR_4112	54	Sie ist stur wie ein Bock	11	245431	keine	0	22	25	6	-1,777777778	1,777777778	3,375	5,1	2,4	3,724225263	5,375	7	miss
252,465	2	09NR_4112	55	Sie ist schlechter Stimmung	44	252465	keine	0	113	27	4	-1,583333333	1,583333333	5	4,545454546	2,916666667	999	999	999	miss
255,494	2	09NR_4112	56	Er bereitet sich darauf vor	55	255494	keine	0	144	27	5	0,416666667	0,416666667	2,9	5,545454546	2,833333333	999	999	999	miss
259,528	2	09NR_4112	57	Sie hat Geld ohne Ende	33	259528	keine	0	64	22	5	1,444444444	1,444444444	3,5	4,6	2	3,769601367	5,875	7	miss
